AD1	AD4	AD5	AD6	AD7	AD8	AP2	AP3	AP4	AP5	AP6	AP7	CON1	CON3	CON4	CON5	CON6	CON8
11.71761961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16517.69015	16655.65049	17049.86204	8749.771171	7700.140137	10160.64128	9417.702462	11457.91857	16540.38632	11510.41034	16153.42792	11533.91375	13143.4211	20960.83371	12960.00203	12201.14629	9397.08081	24509.46879
21509.28626	26379.35931	27354.69918	15934.51225	12100.04042	16945.59301	19421.68478	20086.39954	24272.08881	20363.83733	23649.96867	15649.89906	15670.03335	27184.3067	16735.47707	17668.98476	17045.98602	31918.33672
15355.64442	15011.72072	11134.92629	5074.540225	5287.440826	4450.822953	4998.384681	7083.446051	13831.90102	8245.569248	4584.11604	8544.43685	11703.19009	5907.086522	9308.618704	6784.324244	3463.444068	11937.62873
11841.40257	11504.46729	9511.411568	3905.554567	4243.527253	3501.485673	4144.899621	5802.974524	10819.31614	6880.609513	3799.378291	6578.367842	9121.830923	4919.706833	7624.381034	5607.538606	2910.409921	9145.126694
14649.27733	14280.73311	10908.21023	4711.291923	5005.943049	4024.549877	4868.839154	6625.954996	13428.98844	7787.648144	4428.387337	7873.348721	11561.56373	5668.523899	9084.301274	6757.510941	3351.597641	11986.48909
11061.01943	11612.53393	11563.24309	4737.079518	4768.779865	4263.546354	5585.419108	7083.037962	11176.6832	8343.611832	4879.909725	6782.687035	8166.6285	5836.323514	8111.906483	6432.693738	3671.114687	9460.71157
4044.648032	3766.671904	5494.286951	2114.77788	2538.692786	2409.138528	2968.368674	3550.408073	5199.448113	4887.73879	2876.155442	3702.499636	1718.790909	3458.308417	3181.227643	2281.574602	2139.982322	3792.33022
81.02723974	73.07683139	115.4558517	167.0537359	193.0299191	13.8059522	247.5372625	526.9576165	623.9392703	289.3234217	74.54523171	264.7704488	150.0505987	67.88477961	153.9227827	48.69838634	40.92139442	300.5806936
3880.653148	4594.322581	5731.718191	1528.856779	1516.991712	1301.609175	2132.639828	2284.16451	4779.191869	2838.48258	1953.041522	1813.700854	3673.868505	1407.787666	3704.081553	2702.905795	1285.670098	3345.324111
3845.456024	4484.384919	5552.711148	1447.773896	1435.887788	1248.703559	2021.421613	2122.81067	4554.771861	2658.829538	1848.026186	1675.510467	3505.333048	1266.800867	3544.01231	2533.202431	1208.489948	3185.489692
69.41103387	210.1545502	224.1863594	209.1864233	215.1601204	183.7094651	358.8568084	531.0090144	45.23423122	0	27.9521456	155.2090228	150.1838754	0	0	0	0	28.76958681
5.34	2	209.32	293.32	90.5	60	165.5	185	412.5	191	76	182.68	110.66	75	273.32	40	69.32	164
194.4315306	796.7846765	489.9845109	571.4328464	744.2328653	810.8929508	860.8090095	1045.375987	2179.581859	1195.564261	822.9754184	866.8034699	526.4033897	1270.919763	1166.295474	256.663748	609.0070173	1168.748184
396.7245001	2658.464894	3424.914111	1282.441996	1182.32518	1293.394107	2008.217014	1714.670975	4192.102243	3380.27014	2349.626348	1491.298947	4091.847441	2439.033486	3889.742376	3611.902139	1868.18536	5456.890369
4275.274693	4135.522111	9961.477738	4063.221972	2787.25248	5031.568798	4738.064191	3561.631569	6013.082381	5395.23564	6626.05726	2915.74675	510.3362356	0	2445.828042	3845.544417	1969.087154	1551.238484
0	0	0	0	0	0	2.183535459	8.463990744	0	5.065222057	0.893319198	0	0	0	0	0	0	0
16730.9267	19286.04075	19315.75835	10065.13328	8141.416487	11021.58736	11987.00901	12461.16441	18402.25137	13967.03237	14660.87856	10674.51686	12701.10107	12290.97947	13216.34238	10853.20023	8152.749994	19667.86925
10049.07556	9695.575253	7404.373134	2696.437623	2759.808147	1726.217977	1651.705309	2770.340761	7620.683294	2917.645743	1025.535879	3950.002052	7395.720063	1033.777149	5384.354799	3317.517298	726.4215375	5109.636225
6827.02847	5673.613565	5149.824303	1525.555151	1566.252668	1104.363816	1494.039841	2065.806429	4932.629422	2367.021152	1186.917661	2494.980556	4439.296843	754.7900101	3061.537592	1782.525229	644.9315221	2793.919944
5688.78526	6104.008023	10290.57209	3469.540253	4081.11889	3729.752533	5845.656488	6844.76412	9451.330743	8677.896269	5059.150123	6063.258194	5484.686238	7011.967149	6835.549613	5774.278849	3766.352675	8768.530898
19550.45445	22661.43659	21796.50246	13062.34779	10130.96558	14179.53844	16392.73439	17180.02271	21944.35615	17897.78016	19139.9053	13498.8654	15193.97884	23487.42505	15142.70043	14476.30467	14154.33807	27588.39734
928.4394202	503.1096899	814.0843077	382.807802	531.5852997	157.4651379	0	186.4537461	989.3807349	0	98.88007	411.3211248	864.500845	64.20123109	1912.366208	55.07822708	137.6725853	930.658049
9.962248313	0	0	64.9978438	0	0	0	0	282.7115912	0	0	7.835657997	40.37551794	106.4284797	0	0	0	9.313224517
18395.66739	21532.07178	21845.80159	12804.77268	9877.807269	13646.00963	15885.54341	16403.21866	20907.00586	17490.48225	18849.66655	12995.09456	14186.29847	22260.70884	15022.46347	14494.13914	14016.89137	26425.87344
8084.235258	8930.558098	14636.29226	6112.182692	5371.988424	7339.534027	8189.62209	8072.220521	11847.19334	10383.09913	11078.91174	6976.025774	4276.889906	6716.710205	9142.224214	7894.374733	6218.312565	9100.910806
355.4409234	252.6373615	123.4826011	67.21656329	27.72670807	4.869565217	2.189129881	16.61862609	115.0230415	2.67	0.873818063	54.78310053	46.25904993	0	188.8850928	8.846269104	0	6.137292014
0	232.4210526	563.4670185	107	145.3721129	173.394958	330.2559881	100.3858963	708.1038492	552.7859377	448.0378554	0	861.2541254	459.9741379	821.4482765	786.062146	392.693032	1244.216612
7.725780132	27.69834752	7.718018439	23.40845335	19.22490947	62.53288821	117.150666	163.3569639	17.34769134	0	0	33.41059873	0	0	22.56373681	0	0	10.39377229
26.41656132	94.26583887	26.42136129	79.56820619	65.36093451	210.1327536	390.0365044	537.1980437	59.25046236	0	0	113.0473731	0	0	76.71686234	0	0	35.51547776
26.42929491	94.42063944	26.42765137	79.76131383	65.45087802	211.1931105	392.7149622	541.5605877	59.2831372	0	0	113.2444669	0	0	76.79149236	0	0	35.52911189
19.86242818	64.72712222	17.94717833	54.09619432	44.20604484	144.4247573	274.7738916	378.1665797	39.68458891	0	0	76.9667845	0	0	48.29486996	0	0	23.79095837
19.86242818	64.72712222	17.94717833	54.09619432	44.20604484	144.4247573	274.7738916	378.1665797	39.68458891	0	0	76.9667845	0	0	48.29486996	0	0	23.79095837
25.68926893	24.81552939	83.41291724	160.3772741	6.652321683	53.4038707	0	41.90388905	32.31846429	0	21.50835913	89.2113646	78.72280978	15.75288288	138.5169531	11.63503616	32.86850629	73.80851906
25.68926893	24.81552939	83.41291724	160.3772741	6.652321683	53.4038707	0	41.90388905	32.31846429	0	21.50835913	89.2113646	78.72280978	15.75288288	138.5169531	11.63503616	32.86850629	73.80851906
