AD1	AD4	AD5	AD6	AD7	AD8	AP2	AP3	AP4	AP5	AP6	AP7	CON1	CON3	CON4	CON5	CON6	CON8
25.68926893	24.81552939	83.41291724	160.3772741	6.652321683	53.4038707	0	41.90388905	32.31846429	0	21.50835913	89.2113646	78.72280978	15.75288288	138.5169531	11.63503616	32.86850629	73.80851906
13.25613563	43.25873202	11.97017749	36.15558995	29.55665301	96.91146113	184.7874871	255.7603124	26.49013301	0	0	51.59350042	0	0	32.29994422	0	0	15.88826828
17.6367281	63.0717686	17.62592927	53.24357684	43.76212975	141.422501	263.2700082	365.5410182	39.57556805	0	0	75.97552448	0	0	51.40589411	0	0	23.73860996
13.25613563	43.25873202	11.97017749	36.15558995	29.55665301	96.91146113	184.7874871	255.7603124	26.49013301	0	0	51.59350042	0	0	32.29994422	0	0	15.88826828
8.828840801	31.6483249	8.820051686	26.74436945	21.96417498	71.41263395	133.7241107	186.3943216	19.82310011	0	0	38.16753432	0	0	25.7801368	0	0	11.87780789
19.86242818	64.72712222	17.94717833	54.09619432	44.20604484	144.4247573	274.7738916	378.1665797	39.68458891	0	0	76.9667845	0	0	48.29486996	0	0	23.79095837
23.13369078	82.69476061	23.12941012	69.86561997	57.33928752	185.2759626	345.0022192	476.6170694	51.90161827	0	0	99.27469713	0	0	67.27281893	0	0	31.1015901
23.13369078	82.69476061	23.12941012	69.86561997	57.33928752	185.2759626	345.0022192	476.6170694	51.90161827	0	0	99.27469713	0	0	67.27281893	0	0	31.1015901
23.13369078	82.69476061	23.12941012	69.86561997	57.33928752	185.2759626	345.0022192	476.6170694	51.90161827	0	0	99.27469713	0	0	67.27281893	0	0	31.1015901
8928.785564	11978.48196	12731.8469	8675.368088	5915.973677	9312.560812	11448.89828	10843.78239	11783.65084	11018.05369	12285.62468	7110.352429	6535.538484	3160.874911	8065.01507	8609.093621	9316.281975	10130.82961
2667.378474	5345.00578	5343.864918	3457.031769	2527.83713	3144.479999	5500.625702	5429.473208	6870.672831	6827.204111	3490.675019	2484.057964	1805.719435	2491.32013	6025.152544	3811.493572	3793.830076	3480.094837
292.078741	49.57168178	507.621103	382.6892668	450.5402725	683.2504725	705.5446055	1158.288894	1675.722073	999.3176316	728.8859572	557.0415508	617.7908638	821.5065325	800.5799464	405.5720595	514.3803773	1008.740024
12.94927058	7.266099188	75.88695703	223.7124847	123.9296635	132.3104798	159.6039917	663.2539386	593.6565989	313.8411389	192.6584432	299.2692881	162.7997312	337.9560718	49.88298859	89.25924133	191.5098185	546.3949419
16.63748718	49.89441631	2157.413784	0	177.2615997	49.83852129	148.5133915	243.2284478	183.5911439	609.2228877	59.83975317	178.019517	187.8945026	336.0143263	246.1283866	252.7690708	187.3266618	99.6974113
16954.98756	17832.67039	19391.17297	9728.692134	8492.935333	11585.64542	10319.87724	12396.70317	17455.80343	12777.34327	17125.25544	11979.5748	13946.23195	23061.88935	10965.91079	12249.72737	9746.125591	26600.38114
9.985340465	29.95860516	1342.535923	0	107.0460211	29.93097716	89.45133044	146.7767597	110.5098265	371.261784	35.92545817	107.3405108	113.0589276	202.1843783	148.6251886	152.4691697	112.8791314	59.86080002
16481.04963	17680.01643	18093.30038	9051.076085	8196.846575	10178.90098	8865.737503	11429.90542	16380.42746	11437.90532	15169.64329	11672.51864	14510.08932	23753.45038	10152.9701	12205.53425	9350.881292	27696.43685
16859.65019	18028.19055	18005.37983	9103.59855	8257.177143	10122.81754	8818.229789	11508.4215	16540.30338	11339.89164	15139.23693	11841.27494	15060.33658	24428.72834	10260.03221	12427.74821	9487.606343	28510.85593
15040.58729	16073.65124	18415.33447	9691.839016	8028.379046	11658.95031	9892.950569	11553.12098	15806.17409	11735.00354	16961.97655	10872.05396	12269.60165	21929.84738	9641.906443	11944.91781	9537.947575	25261.16403
11758.36949	13997.41149	18000.41732	10258.98452	7934.648442	12394.16821	11623.14729	12277.84485	15145.49089	12683.64493	18249.89254	10460.3582	10920.61197	22514.91581	8912.764454	12290.63948	11408.97124	25577.51216
19090.21741	21864.14997	22971.88342	13462.85155	10305.80365	14687.27064	16809.3372	17188.50107	21855.96061	18275.66078	20414.36193	13696.96867	14418.64439	23491.7545	15518.24258	15241.88818	14572.75218	27824.70202
8029.458593	8817.079262	13604.02748	4413.901469	4239.482801	5431.255062	5570.639849	5366.025606	10112.06663	8060.88744	6596.642916	4678.816948	4957.634879	3145.340258	5875.635239	5238.477583	3028.892715	5748.330448
14275.42186	17285.90944	17249.7372	10737.16751	7838.752579	11438.75935	13198.45236	13410.03656	16003.72819	13481.69704	15935.93343	9832.340641	11417.20341	19201.02667	11339.21206	11782.18686	11851.16909	22525.69502
10293.09758	10180.10774	9203.391921	3607.207302	3790.269273	2986.16539	3967.664972	5277.638734	9602.195416	6776.306385	2907.731297	5360.649816	7568.258802	3636.594185	6876.615758	4551.640895	2408.452304	6557.089944
16385.67995	19968.0091	16584.4684	11436.55867	8853.457753	12116.43837	12810.67442	14839.04734	16538.67001	12702.78118	17951.84169	12488.33629	14236.99891	26292.40898	12243.69555	13383.63879	13820.60554	29417.88936
2762.198709	2285.972394	2205.889543	683.2473506	1215.188417	1077.089365	1542.479214	1607.522641	3153.250216	3255.330913	1792.844109	1913.208918	1701.161915	2020.04576	2598.071831	2160.076973	1509.033244	2767.286684
6855.97437	5695.474317	5168.354623	1533.81359	1572.868979	1109.854423	1501.542047	2075.70369	4951.059414	2377.146166	1192.043938	2507.868379	4450.070004	759.3721117	3076.569164	1788.016601	647.8869767	2805.542894
16859.65019	18028.19055	18005.37983	9103.59855	8257.177143	10122.81754	8818.229789	11508.4215	16540.30338	11339.89164	15139.23693	11841.27494	15060.33658	24428.72834	10260.03221	12427.74821	9487.606343	28510.85593
9.986578586	29.97068816	1351.252159	0	107.211714	29.9550094	89.56837703	147.0132442	110.5997178	371.8365962	35.95626113	107.4323581	113.4414776	202.9039802	148.8978201	152.9097518	113.2397383	59.91790864
16519.54458	19660.82015	19875.74545	12019.99924	8981.119832	12554.76319	14816.87388	15043.97378	18266.99602	15681.62755	16800.25046	11663.89174	11869.41237	20100.37532	12588.96474	12456.40065	12830.68621	23203.51165
6910.679161	3591.641064	2070.854884	2891.946752	1388.715876	645.4896802	586.2993701	2036.052629	4826.793981	2585.422416	472.591075	3342.58714	2133.707226	157.3506531	4199.29479	1233.535043	297.7610767	3275.132212
17049.55205	19964.41021	20129.0001	12121.16362	9330.216169	13238.64911	15263.95822	15820.77527	19493.99958	16531.71452	18316.90406	12369.51623	13308.70681	22497.92201	13591.02085	13656.96815	13444.19112	25889.19947
16959.66237	19738.03054	19917.3017	11893.44291	9205.967306	13031.02228	14994.71907	15633.00796	19294.47939	16275.33399	17998.85218	12276.61895	13279.88839	22247.50523	13391.4576	13513.64549	13134.36749	25582.92133
17449.69094	20398.54639	20578.8366	12411.83571	9550.856689	13590.89492	15667.36607	16258.88417	19937.54499	16936.36293	18800.91012	12690.68856	13607.56584	23173.17118	13874.99615	14052.00927	13756.11848	26576.95227
0	126.9969409	0	27.94325411	67.52571238	87.54800005	757.5156782	1578.019968	103.3703024	111.1566945	23.97534717	63.62338308	79.27583749	55.86850623	7.990779568	39.88293806	0	11.99454018
1961.58	2090.25	3500.41	1130	1544.17	1483.67	1982.33	2240.67	3467.17	3557.17	2009.33	2082	1730.83	2606.42	2455.67	1937.17	1573.08	3212.08
420.2780735	114.5114821	95.52377777	66.82655309	132.41392	85.84301443	366.9523291	855.5147665	161.7639771	233.3066491	6.429767936	170.2720474	104.7074749	0	0	0	0	28.76778474
14434.00991	17823.88404	17972.02134	11182.81925	8317.357437	12316.45746	14019.7819	14299.95378	17072.35258	14511.13836	17045.64823	10799.16268	11460.78826	20390.5474	11760.80562	12312.94541	12345.40094	23479.49611
2074.810571	1551.405154	514.3651705	726.197104	373.3727982	110.3420271	206.1206587	366.04233	1248.180554	393.3361565	100.9899089	893.5758631	844.1357911	111.4320959	1182.344011	314.3727868	0	838.7881694
3758.784894	3186.444199	6026.602141	2185.843086	2215.11822	1707.129632	2489.467483	2984.808943	5115.782483	4077.612822	2321.320887	3208.74597	2236.639516	1952.267404	3484.836327	2161.497946	1660.263323	3756.045327
18.16228216	54.28355593	2093.133922	0	188.4742532	54.25353161	160.0349165	256.4500946	198.2799289	637.8502539	65.21078316	189.5725667	197.9768856	352.1352493	262.7773741	267.0806303	198.3863106	108.6153883
2467.365654	3552.216224	2818.677504	917.8824302	1055.822534	1061.233331	2207.001323	2020.582056	4225.998029	2613.731316	2141.593234	1382.896209	3768.475931	2391.565886	3226.790719	3453.787725	1829.110556	5938.76572
0	0	2930.741205	646.8969592	812.1574148	720.1700095	1027.492901	746.7546275	1706.092275	2403.446661	768.228397	1041.688592	421.7028722	784.3045317	1119.630753	764.1454333	500.0147472	1497.86812
2062.236964	1132.417298	858.7353544	262.8843057	678.2993414	106.5925144	270.5241978	709.3365115	2123.672566	553.6402236	106.9144995	893.3236412	1529.308765	314.7717576	2123.650009	644.2883982	87.08638516	1114.85887
182.2507031	166.3674442	283.0461205	400.0399857	523.7667381	452.9400644	697.1932754	1248.273655	1618.007991	836.5970796	550.7548879	635.6294701	341.3685694	607.1086852	352.1890625	112.739056	240.0927204	857.2615679
5972.102361	2348.095907	1239.096989	1971.580433	858.5722188	366.2366434	330.3948529	1243.680557	3289.760621	1608.776507	262.7378877	2303.194627	1427.84591	236.7448843	2979.342103	723.4722153	165.5895893	2048.985076
16767.08567	16816.55921	17465.02323	9464.653202	7795.378663	10778.16302	9505.035416	11843.52826	15967.1296	11488.61094	15367.74572	11181.9481	11524.72179	20005.74449	9456.012488	10773.21675	9378.068752	22539.95685
5269.820918	3583.015541	10574.15048	2787.996478	3769.465854	4118.99602	5275.138105	5255.958365	9147.490281	8346.562184	5620.749127	4726.824091	5205.233026	4619.088964	6116.952309	5424.508406	3501.204046	7359.833621
724.4270994	1650.672683	605.2370695	669.5366804	460.350573	480.0464002	442.6264997	136.3690539	59.65162479	323.3458878	169.1935197	266.9686182	195.4166319	125.456378	851.2402696	1987.652865	265.0433614	137.323208
39.80291228	59.64320334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
724.0381892	1645.789729	604.6816533	666.5664085	459.3583683	477.6824	441.1579996	136.2502545	59.64693393	323.1918485	168.8394623	266.7630891	195.3938595	125.3335218	850.1563214	1975.956624	263.8879819	137.2700793
0	0	66.10333103	146.8698044	6.445593832	25.765202	0	37.00376594	31.5549866	0	16.7978975	83.34816595	36.85174802	0	96.09115928	0	0	68.86876513
3239.792371	3279.035523	5348.895158	2071.697822	1974.33013	1957.87543	2620.872635	3144.005946	4329.098245	4138.685233	2873.720593	2674.391705	3087.956217	3237.503142	3408.441884	2908.896449	2198.314987	5091.700678
2013.966228	2448.951983	3543.204033	1456.211794	1417.613721	1411.426167	1782.831019	2081.92779	2952.169323	2914.26319	1652.891494	1903.079531	1572.968884	1753.542202	2003.960548	1437.770514	1208.457219	2398.83588
25.68926893	24.81552939	83.41291724	160.3772741	6.652321683	53.4038707	0	41.90388905	32.31846429	0	21.50835913	89.2113646	78.72280978	15.75288288	138.5169531	11.63503616	32.86850629	73.80851906
12734.17531	13165.54839	10836.46752	4624.920239	4658.016117	3598.64105	4098.729512	5961.202476	10593.19415	6278.071764	3907.994368	6829.416889	9392.514275	4292.538727	7804.606907	6377.328676	2842.744236	9648.137703
37.29337444	104.3512934	433.6059827	201.1025127	231.6077713	119.3828817	313.012057	416.2163551	1083.1021	450.1045853	200.0864978	334.2449503	136.2208556	179.1750168	114.7976491	111.4881162	71.78274298	169.709628
0	0	0	0	0	0	0	0	0	0	0	0	9.333650718	0	0	0	0	0
151.9124493	168.456721	267.0664349	328.2218193	57.48587071	160.0333944	73.2845936	157.2264433	259.0123002	122.845965	68.15638355	310.8653885	338.2549795	100.1476123	648.6933264	264.1363001	106.508144	472.9096016
3064.822141	4037.189379	5221.043959	1959.376463	2135.99254	1992.349308	2823.709182	2645.99284	4836.65156	4616.774451	2498.248534	2494.35332	3267.261032	2781.796098	3800.919283	2907.232119	2082.347595	4662.448396
683.560099	738.6800155	1135.835373	1023.297257	265.9860453	651.11063	338.2103311	680.5897874	1118.298167	569.8842477	316.4896688	1199.25419	1196.441551	450.4022008	2054.256429	1010.576468	456.6443146	1710.736835
10149.44224	8918.886844	10766.1165	4708.989176	3773.464135	5362.950494	5355.782389	4885.08099	9516.800871	6933.554839	6293.402203	4538.487736	4825.062024	3368.368651	5234.012109	4714.902714	2844.938553	4932.946638
890.7709177	558.762776	8150.85889	3157.593754	3269.835961	3230.620883	4305.900031	4284.628075	7037.471192	7351.622637	3496.784395	4118.920246	2127.760842	3954.051893	3984.36575	3294.979287	2601.829631	5158.244536
2878.037524	3305.354733	7017.611561	2352.224518	2849.949348	2580.115141	3291.141066	3928.543888	6628.52771	5850.473206	2735.953849	4022.492482	2663.955735	3039.509105	4361.572789	3097.226143	2089.010874	4831.075572
4485.741013	2867.33353	2157.378979	737.3648847	1638.755219	312.3180439	755.0667246	1823.896913	4496.517257	1420.311804	315.2071045	2149.888936	3359.45564	681.0497525	3599.545471	1659.045757	253.4397403	2766.888444
2669.275268	2673.071001	5763.084164	745.0260804	918.2247663	1785.083813	3703.755999	2490.805646	3978.434968	2900.106646	3858.378383	1291.038395	262.5285275	0	1764.950708	2112.059698	1408.60944	893.0240874
136.0893494	346.1292486	50.48994451	53.40069404	63.10252602	20.23071973	104.3042646	144.5382975	44.54616602	24.94851569	3.940463001	15.03628644	97.21819032	45.76735261	88.51914944	22.4286821	7.333195496	43.32795778
18974.29922	17976.45239	13197.4757	5939.129235	6046.853028	5009.389525	5716.657998	7965.585864	16591.36267	9625.623144	4869.338427	9740.664375	12917.55756	6074.339495	10891.38826	7461.218945	3685.820834	13076.64004
8795.205959	10734.57406	14424.0143	8390.771298	6487.943694	10641.20394	9399.605369	10010.12513	11987.46847	10160.95276	16066.28435	8457.43486	8872.031969	21153.85433	6737.272687	10395.14807	9691.533382	23150.03732
11018.23802	13342.52971	15674.22145	9388.022423	7171.626766	11084.30989	11247.99464	11668.08098	14023.77998	12011.03405	15996.88176	9415.469278	9721.903993	19307.74914	8784.840844	11094.26755	10647.649	21807.72407
11450.97804	13477.77624	16176.83137	8736.52433	7210.125132	9702.836585	9724.497282	11033.35686	14157.15102	11497.00389	12808.9438	9696.520649	10605.84807	16771.47534	8268.068023	10097.6909	8502.078252	20571.02611
8225.376743	9986.178328	12896.42237	7625.78246	5914.793155	9491.003839	8454.153307	9079.440213	10903.40463	9214.277709	14121.72499	7758.283109	8341.396338	18792.7533	6120.665366	9337.971046	8709.663313	20863.53309
2036.512991	281.6606501	200.9382408	521.7488038	131.0693672	128.3791528	0	200.139522	748.9698679	473.872048	52.37652032	635.7329321	136.6893858	0	195.4353051	0	0	594.6971336
9448.446132	10256.05809	9616.916239	4227.737856	4238.787692	3755.588261	4757.881569	6659.162343	9986.832407	7375.893245	3950.278495	6361.314269	6652.009051	5284.808995	6918.589234	4683.753626	2821.241414	7784.846472
8676.1586	10368.31303	11918.53139	6359.954434	5424.129722	6703.223468	7212.686241	8545.119931	10922.78836	8936.390671	8201.124985	7413.110439	7641.325435	10875.26253	6620.147742	7328.149845	5577.270646	14058.7425
20667.63484	24563.97036	24416.22153	15038.49051	11456.74373	16278.58058	19204.83668	19746.62752	23914.2529	20663.29395	22256.47323	15068.48347	15663.21615	26899.29072	16804.8867	16512.37059	16732.15258	30799.16469
2594.454672	396.8891461	285.0950173	723.6873704	185.4165519	182.3883853	0	283.0927258	1037.393067	661.5138558	74.71767602	876.3211134	193.8195618	0	274.999392	0	0	840.3885209
6542.428339	6293.364749	5504.971455	2274.913897	3508.136797	4163.489764	4800.133741	5519.746537	8376.013818	7449.242906	5964.347883	5071.683584	5468.501859	8378.030514	5269.160684	5513.28774	4479.638991	9466.893096
18758.00611	21822.66905	21865.81772	12979.09288	10042.34965	14031.86122	16362.29138	16942.48355	21334.64265	17920.31739	19214.85545	13324.58783	14662.11828	23491.22013	14965.35129	14658.66652	14229.946	27484.74592
21445.13274	23709.69625	29016.55855	15867.73222	11772.28098	17288.01016	18917.39134	18643.34608	25455.33966	20353.34258	24867.5298	15780.79863	15198.27885	23492.46702	18818.68544	17821.38369	15879.16	29007.92605
17469.45871	20561.47849	20924.20907	12561.37966	9689.271971	13717.84855	15986.57634	16488.04539	20107.77779	17368.2483	18891.30214	13056.04513	13079.89364	23093.91778	13943.82182	13966.96196	13920.38384	26353.50841
21445.13274	23709.69625	29016.55855	15867.73222	11772.28098	17288.01016	18917.39134	18643.34608	25455.33966	20353.34258	24867.5298	15780.79863	15198.27885	23492.46702	18818.68544	17821.38369	15879.16	29007.92605
10801.74383	13010.12104	16976.41307	9754.088792	7574.18936	11991.81772	11008.87458	11717.1165	14227.30418	12013.9034	17760.62617	9962.557031	10416.79188	23052.40072	8165.550931	11805.41202	11047.97705	25652.50748
19794.42783	22554.91418	23916.30712	13951.90522	10655.18073	15222.41409	17350.21249	17701.88457	22651.55295	18859.8704	21195.90587	14172.22757	14851.27988	24257.27587	16116.46103	15792.98274	15016.6005	28683.65863
13898.26417	15510.29969	17326.35879	9240.153975	7720.406767	11085.19533	9361.458637	11159.23293	14773.44513	11070.19953	16263.98842	10586.01676	11988.95248	21816.2248	7702.187439	11566.82558	9296.85386	24999.53774
613	613.5	1764.33	377.5	482.5	428.67	737.83	488.5	1059.67	1386.67	495.33	666.33	286.5	629.5	673.5	432	340.33	769.5
7307.609675	6263.516953	7793.624201	2661.281097	2621.5291	1865.843109	2560.9569	3223.862719	6916.925506	4361.82495	2255.717921	4201.165705	4676.617751	1894.968644	5201.904196	2861.444295	1626.889083	4793.806016
9.981070146	669.7458915	1464.734875	331.021487	421.7275263	493.5402615	963.2521916	545.1206009	1815.701702	1388.880315	996.5019462	59.45187079	1823.900144	1030.964902	1850.882966	1638.482312	840.0969735	2546.393988
2283.089616	3364.874674	5254.410339	1067.128694	1045.032564	123.4137554	413.4261312	919.0304824	1706.801595	735.7367598	314.8626173	929.6171837	1844.638264	226.2877643	2492.559382	1195.315283	111.4040276	745.328559
2848.262989	3611.568306	6138.925222	2071.672545	2497.702387	2151.894146	3162.606423	3757.853066	5765.854096	5155.534942	3098.054436	3394.626756	3200.796204	3603.690393	4238.929511	3354.495102	2324.065106	5303.275634
173.4970093	1434.83909	3928.05856	1148.379652	1296.131921	1133.474938	1760.512402	1660.165291	3316.881912	3073.620353	1434.272214	1773.051806	1211.864851	1579.373966	2724.200293	1557.593892	871.7001004	2023.339107
2232.750235	2666.838012	404.5497279	290.4242326	352.9514327	76.56421354	524.5593202	1375.330269	204.1825618	93.95138026	52.35626417	41.84588089	496.1006319	163.3058916	494.8621105	145.4791067	66.18305455	311.1896477
1444	995	862.33	253.33	506.17	418	604	639	1394.5	1422.5	749.17	907.67	1151.33	1115.33	1366.33	1055.17	637.33	1502
0	543.264095	760.2426876	188.7856111	311.929407	307.1020408	498.4429022	264.6990291	1119.895052	1019.408226	640.8645995	0	1053.696835	820.8170713	1158.767269	966.5383116	550.1124864	1419.945757
1226.823969	482.2523165	422.4539719	181.4916384	408.0775401	313.5	372.9755081	573.9935065	910.2500273	1060.484458	422.2137264	862.9989813	518.6849918	760.0700633	768.8824899	473.4809788	334.532741	447.561509
1989.386123	1788.755345	2513.741397	518.8311552	531.8669495	712.9544999	1129.944998	1097.088276	2298.738397	1319.027469	947.3628465	853.2283252	14.94096249	0	1006.651532	979.6283326	444.1176543	541.23806
10416.5584	11217.3363	11053.45171	4436.061866	4541.480972	3950.842235	5127.483669	6585.14719	10782.83307	7907.060262	4508.531592	6492.788788	7815.140177	5392.275127	7868.480492	6117.446444	3416.967347	8968.066873
11630.71306	11369.67249	11511.45602	4762.934567	4403.37206	4393.086538	4761.391163	5456.65574	10708.34264	6977.903983	5344.624965	6177.067107	8492.4821	3825.619424	7326.88737	6601.547579	3173.740096	8841.804429
9.887521533	0	0	50.73223654	0	0	0	15.88735203	201.7915517	7.328172325	0	11.91020817	15.98265738	0	0	7.340212897	0	4.22510003
15.90340468	0	1593.662209	380.6090974	553.1189457	337.5327163	752.2806509	987.4606706	1723.035874	1318.710364	529.6064141	842.2555706	423.2247792	827.8852471	455.7041181	449.7632554	465.0059603	694.8580704
8179.84327	8368.661796	12560.9074	4464.054939	4126.241958	5452.713429	5649.452146	5349.627718	10234.6854	8176.073685	6684.427878	4693.112544	5077.747591	3242.610623	5935.721644	5340.351292	3123.741193	6021.464064
10211.19818	10194.07767	10054.36406	3773.672056	4034.88179	3352.600825	4456.822145	5834.145176	9828.767089	7070.523523	3755.575636	5867.994912	7440.003522	4451.657988	7239.308977	5369.576145	2834.938841	7537.308065
18233.03255	19182.89963	21337.67559	10455.14392	9248.11853	12451.80263	11717.10495	13629.17783	19369.95794	14380.82339	18811.69142	12977.56407	14487.86881	23825.91841	12354.46893	13485.55101	10673.08747	27689.30329
15.18247756	39.94316064	1560.89717	0	124.8381509	34.9341672	104.3630592	171.1969563	128.9071685	431.9306859	41.93575303	125.1568429	132.1653146	236.3678128	173.3361788	178.047927	131.8665204	69.87772457
12721.82751	14706.06184	17354.99239	9515.885338	7819.912778	11213.52865	10200.63268	11719.28346	15215.5578	11978.74316	16583.29037	10556.24456	11750.5149	22636.38803	9067.490883	11939.69208	10313.59605	25817.65805
7535.060198	10428.86732	11251.68903	7938.532219	5225.587199	8484.610619	10611.51726	9766.111974	10291.44441	9853.891906	11061.09315	6123.515277	5470.122086	2320.995467	7012.540092	7623.021317	8450.420037	8162.737952
176.8443441	273.5299924	36.93543663	95.40417708	58.75815371	139.8950559	8.995069076	157.8893086	432.6839489	218.0718594	4.49924222	340.8466783	59.11738026	0	146.3234704	393.0706322	15.73665915	81.38212598
127.7285768	422.0507371	809.9005112	281.2438482	217.6945659	231.2945557	431.9210323	205.5052565	1031.977251	690.4871552	513.0929495	112.7999106	1168.956394	577.0359884	1264.533985	1004.110696	436.0993357	1572.222954
977.3729301	2102.943207	800.6721354	1658.233389	1690.520169	2877.18239	2840.319906	4177.078162	5252.454774	3740.244254	2531.399574	2220.583798	738.611157	3178.246595	687.6798744	494.0946219	1937.996806	2645.030204
13967.69484	14049.95932	13944.43352	7593.352675	6188.232886	8901.793192	7289.009791	9161.956989	12197.34661	8021.319491	13053.71478	8960.387222	10774.71248	18998.12165	6918.285131	8992.346649	7413.521286	21224.08127
14371.78868	14633.5117	14281.5145	8455.765293	6552.037309	9730.461371	9169.714714	10405.70362	13036.43742	9425.933902	13832.15156	9209.790349	10068.77173	18801.62987	7495.655982	9399.295774	8838.328705	21186.95066
13374.3797	13470.873	12968.97467	8306.255647	6170.490693	9731.034483	8126.083295	9693.593514	12455.88776	8646.139435	13788.61516	8871.054121	9766.101925	18530.59118	7235.590163	9101.723937	7992.022079	20956.17934
19550.45445	22661.43659	21796.50246	13062.34779	10130.96558	14179.53844	16392.73439	17180.02271	21944.35615	17897.78016	19139.9053	13498.8654	15193.97884	23487.42505	15142.70043	14476.30467	14154.33807	27588.39734
85.056042	24.53178158	21.49637166	0	3.661748567	15.81632653	9.130245299	0	22.74909294	4.082014736	8.291401844	39.70896564	161.8186917	16.3655066	223.7890205	114.8224278	17.87787323	48.44246274
128.303439	29.06460357	199.7037117	200.723244	221.3687302	229.5352466	348.9784766	551.0462965	899.313861	449.7652007	184.9640513	282.848132	123.798795	276.8865385	133.1423436	114.189726	151.0266462	431.9310779
202.1502162	440.986247	217.6808228	206.8974387	91.23184399	127.7073457	145.4947789	88.96380148	91.1690546	97.51153095	25.24339757	190.3322085	79.33922809	55.91295923	218.4184284	133.9118386	61.92685405	158.4674705
5.915233235	8.877868865	0	0	0	0	12.42105729	28.35147939	7.106612904	0	0	0	0	0	0	0	0	0
18295.49566	22530.19713	22053.65828	12941.745	9500.031603	13925.33698	15424.11763	15874.04836	20276.99928	15809.80088	18561.51267	12238.6614	14354.64206	19703.90598	13782.77055	13767.01355	12587.50231	24702.59061
13017.50202	15552.18921	18636.56533	10681.24404	8326.645999	12403.95652	12282.35825	13043.66154	16275.11998	13543.02601	17831.13251	10897.20296	12040.86137	22337.08309	9903.916828	12673.58117	11883.88992	25816.38326
10896.21455	13255.94087	15747.17603	9499.89035	7251.150269	11332.92087	11416.35193	11851.56362	14093.44745	12157.28138	16432.5805	9511.381038	9710.571382	20253.4929	8755.507108	11289.09553	10908.66899	22592.47762
0	0	0	0	0	0	2.236963424	8.17624961	0	3.203641742	0.803975886	0	0	0	0	0	0	0
0	231.9327731	562.9718805	107	145.2975376	172.9106145	329.8366717	100.3747121	707.0777324	552.9625242	447.964236	0	856.9176883	459.57795	816.2292744	783.2088824	392.1514544	1239.296683
626.9899294	3695.399392	4680.63035	1821.460923	1647.952005	1787.283013	2578.378819	2360.612159	5447.943264	4104.408521	2686.877006	2093.572676	4503.335594	2665.178298	4617.807597	4523.995987	1990.974798	6342.718157
10.74409896	32.18551909	3666.992996	1040.420269	1346.392765	1513.679595	1927.559756	1917.578011	3046.213468	3369.90671	1684.968419	1663.160684	743.0568675	2001.006737	1506.000545	1151.248784	1172.364174	2424.968191
144.2405787	59.87746257	1351.075059	0	107.1870111	29.95458721	89.55421093	146.9662058	110.5832109	371.633565	35.95543696	107.404118	113.4051031	202.8421628	148.795613	152.8652435	113.1939781	59.91344896
2410.054137	2842.223504	531.5172005	505.035916	488.7809206	91.6787391	184.8409174	235.512894	436.1015106	85.38384636	61.43373367	375.9152281	792.5373654	99.60577688	840.305846	530.7318909	38.96382486	134.0456957
17167.31484	20138.36054	20045.1493	12045.06235	9111.157208	13010.05502	15125.38112	15497.92558	19580.71459	16186.43233	17781.69994	12007.21254	13833.79649	21671.88604	13819.57793	13540.13204	13141.9654	25604.2374
17167.31484	20138.36054	20045.1493	12045.06235	9111.157208	13010.05502	15125.38112	15497.92558	19580.71459	16186.43233	17781.69994	12007.21254	13833.79649	21671.88604	13819.57793	13540.13204	13141.9654	25604.2374
12.07447791	35.31185338	1606.152521	0	129.3952454	36.2720753	108.2891359	177.491175	133.8123143	447.4859576	43.5377265	129.7906564	136.7863714	244.7963751	179.5684917	184.3624625	136.5610221	72.5423785
9091.129361	8728.468795	9013.827871	3258.209089	3319.378239	2546.635375	2851.10865	4175.217481	8217.552819	5601.290269	2312.945058	4837.339676	6245.274861	2510.55499	5706.993296	3657.493151	1452.207129	5272.200584
7070.779961	7067.787536	5663.386789	2450.951624	3009.381544	3141.579323	3655.435117	4453.873084	7882.055783	6152.971105	3512.875663	4546.809662	5719.913153	4520.575027	4980.39035	4152.968068	2811.50252	7081.710805
8.546416064	25.56864679	2780.003697	745.0514297	993.1632388	1078.025091	1403.749386	1407.427964	2282.237223	2586.410728	1219.240051	1230.529413	556.6508741	1412.905906	1174.507277	860.144518	854.4113878	1727.907892
241.2032342	792.0314369	1742.112624	391.6456799	546.6840549	715.436126	1154.747748	1545.436354	2169.608654	1647.559931	1196.754407	558.7944191	2377.04735	1228.636828	2256.929177	2032.439578	1013.894442	3182.982175
1728.428983	1232.753884	2857.154293	801.5202798	915.6491293	959.2521643	1056.80864	1097.36082	3004.731704	2326.036758	772.8055844	1705.491211	967.0940427	1018.296529	1399.663316	933.14279	554.903003	2249.159462
8829.72678	8141.87837	6752.899708	3375.688874	3295.338948	3502.932138	4425.232319	5020.391994	9191.416892	6744.242621	4081.387083	5111.701013	6328.806126	4297.164162	6016.614954	4394.272118	3086.039507	7465.274939
1654.67506	2038.64868	464.307454	338.352853	564.9204876	93.2558923	131.1408563	201.9038164	371.552618	0	53.88216892	431.9643858	430.3949907	28.47151656	1034.899527	995.9330369	77.65629759	289.8055052
