pathway	AD1	AD5	AD6	AD8	AP2	AP3	AP4	AP5	AP6	AP7	CON1	CON3	CON4	CON5	CON6	CON8
ASPASN-PWY	11509.064649874512	14376.209104964812	5541.071610113107	5467.233033347318	7127.794132671104	8581.999855337968	13791.857503545036	10400.504254019677	6493.685206988065	8078.723128554225	9239.912411501518	8235.36529634997	9437.325859169816	7489.2736737930045	4950.8248634250995	12373.072348581372
AST-PWY	3.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BIOTIN-BIOSYNTHESIS-PWY	23.04897315831798	2395.777486865659	0.0	68.43001540480282	199.76982655021368	317.3507002144404	248.94081288675807	772.3655666393212	82.30639207570796	235.22460808496808	246.2108792290235	431.297472793077	326.9301214331954	329.33816558258815	244.48083264849564	137.19218627133503
BRANCHED-CHAIN-AA-SYN-PWY	12941.815006126637	10287.435548749772	4278.578069715237	3995.189091016159	4504.209072026981	6432.076267941565	11740.20580675253	7238.772276025509	4307.531968155196	7185.419905924147	10111.564282722555	5673.586172305702	7889.685442840196	6113.639754990551	3286.6423185803746	10605.088773800817
CALVIN-PWY	16789.653323680413	20152.39129864866	8267.398074125647	6835.643869588988	8799.496538418864	10353.997668865337	17360.113694584295	11895.85566947548	7140.003703003259	9159.606223090363	11357.817555479576	7632.514800457522	12380.474110099452	9096.920785027509	5820.790467312325	14427.3715065093
CENTFERM-PWY	142.0612566995521	221.00234047894753	310.7488765247148	354.2473341839669	545.0452217150416	1093.6414894730672	1546.5638240277992	657.0092073315882	430.94444287816964	498.9788404326666	266.68924005839176	474.2720854630001	275.33950003064507	84.53974031093028	187.06861718273623	671.296130168199
COA-PWY	15803.337950421153	19448.912035703666	11338.215416194285	12109.048931372914	14128.557844911107	14575.425019978205	18175.669213929064	15400.490816412503	17110.19502824625	11396.119345931498	12060.809820849392	20271.316768342418	12618.216414777768	12460.326701463251	12362.889527849338	23796.68941534456
COBALSYN-PWY	7134.075913837423	5729.072783872807	1570.5277088829075	1120.9926908280438	1531.61456800074	2129.7370929072995	5012.648704341895	2514.5610312138233	1287.2394434120597	2558.979743366388	4494.948547710355	770.3114574785707	3125.559065492011	1835.4972364753846	673.1510464535097	2841.883238484795
CODH-PWY	263.6032399415748	77.83716650447552	81.69898584553013	57.852951718856275	113.50814944445412	34.954027215888196	38.95302124946797	76.78208358816333	6.998481295448783	94.5677752373764	187.39146473479727	41.95288630161207	264.8785311225536	140.13708465607087	29.9611270058465	244.63949371072718
COLANSYN-PWY	3390.9200902604166	7872.817962875355	2656.38784505269	2594.135666089043	3758.3880922670573	4547.233164989334	7027.6660956480055	5859.1392346491675	3761.103910027861	3885.1786428541536	3921.13548608425	4292.352160126231	5176.534353160719	4106.974731282853	2815.2550938594104	6577.453220662742
COMPLETE-ARO-PWY	10832.811929762735	9115.823418812635	3415.8959451318406	2889.2428777433406	3656.8061413546084	5038.0229741858075	9693.424311647854	6188.883702668631	2729.742569071195	5296.181443534014	7850.156304510335	3543.0617238557425	6933.339659357849	4688.0334980477755	2217.6462710860023	7006.572678590794
DAPLYSINESYN-PWY	13114.910492917666	14697.892955513784	6237.384323310737	7899.635552593525	7674.049786831657	7836.581839859499	11980.254971173192	9698.536044463166	11839.491690441066	6531.969758528375	9290.089703651523	6162.277799356435	8183.78463841513	8174.310162964884	5132.293272241227	8748.598719685233
DENOVOPURINE2-PWY	14169.636620845842	19336.421357504005	10232.862306837016	12101.604003400167	10957.295209464726	12392.95517667847	16204.365106031493	12691.169583248819	18193.448242139762	11336.078052502664	12279.744093052455	22914.670747901906	9530.858739597832	12496.637356123267	10746.302835961009	26821.16507339991
DTDPRHAMSYN-PWY	15237.212755593368	25056.216318391107	11343.132235677773	11935.299312371857	14704.307475881185	12882.936663266202	18716.85590664872	17448.778970260704	14690.804689126406	9512.049219051496	6950.306404663054	4858.606647811905	12329.699110484575	10002.339253453905	9130.25086957615	8512.25133797213
ECASYN-PWY	5.760455805659426	0.0	0.0	20.78597951296654	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENTBACSYN-PWY	17.69306938807037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FAO-PWY	80.63590162114362	125.38928284317169	166.2750395648601	361.32590345425297	321.8076447200263	686.1727424709331	965.1017132838612	397.01795009374104	305.8804734856349	254.98929888548022	144.07512160084156	387.2924111339082	162.15673023894638	37.38525710887227	216.03351936856222	409.09161566046896
FASYN-ELONG-PWY	14434.94570904443	19515.861322410634	9717.466089685264	11924.112752283972	10722.460137801894	12408.179056576515	16311.394969118444	12976.633740597703	18379.570030364193	11609.316365177801	12128.527555894876	23559.57818763556	9622.945431594522	12140.06619579189	10120.683003964961	26916.13770014518
FASYN-INITIAL-PWY	8.322416146406434	1146.7444706115514	0.0	24.961415643683512	74.64681863115908	122.51612147839553	92.20646550028903	310.38626127271465	29.95897568623082	89.52511770122953	94.52381115290413	168.0493745126497	124.06446225049667	127.34929335427393	94.13171899171604	49.89598649299249
FERMENTATION-PWY	6709.258912954213	11394.387914923598	5939.163564815023	5637.975232602347	9139.916834429256	8457.835829337879	10271.989283981964	10285.659862983059	6670.295396127889	5813.911430582615	3900.6542521905462	4701.49057499086	8326.109658337924	6046.601095256667	6729.806901489556	7825.372663467761
FOLSYN-PWY	6878.34075988646	12995.146877769897	3719.1773343888613	5299.604035727018	6552.276519731933	6750.086757290658	11110.915126129568	9930.097040973591	7414.848395742517	5935.62107974984	6454.942637598374	6234.710526286983	7351.475420911718	6715.687146637999	4558.394008045276	9618.354336486942
FUC-RHAMCAT-PWY	1877.6188251527344	804.1199798552414	514.0893654666373	215.84519407000585	195.29896098613904	647.3973553948131	1523.8140016444445	794.534828282908	149.3195000771511	1271.4906582108795	403.6192671030651	219.0340306980007	676.7715512129175	420.6218085875965	136.57349713930432	1212.975752084757
FUCCAT-PWY	2032.535045291701	513.3243219346396	329.48270800236514	192.12967675346422	189.0213430163338	486.4621970141457	1006.3743207095897	551.5254708127509	88.92060091302224	935.656207971274	348.4760942775232	162.62367235298402	446.0115390203427	249.32626254114928	78.49614310820911	907.9069221914516
GALACT-GLUCUROCAT-PWY	4513.195762873177	5908.660416391689	1701.40017934161	1298.2463967800113	1734.0563040956642	2075.837981351243	3527.4670418643373	2813.247585147127	1514.711293914342	2249.2694777241873	2484.165047452983	1467.3724953172127	2678.052830422186	1498.1892019791692	1107.505073226117	2844.5515474191507
GALACTARDEG-PWY	204.3331837936639	0.0	58.092857754399596	0.0	0.0	18.840017078210238	60.84678209735381	0.0	0.0	34.4262620274933	0.0	0.0	190.8001717693818	9.481266519842176	0.0	0.0
GALACTUROCAT-PWY	5746.571958186038	7180.461996588613	2280.43212699218	1512.1848557096607	2096.14073879589	2988.830698048544	5437.812913372415	3352.464571732852	1866.1523897468794	3173.9435203199596	3207.697915846174	1738.5462126961218	4107.78546817801	2100.6360509229726	1390.1094591191509	3617.6534579866857
GLCMANNANAUT-PWY	11990.516554175652	11628.886661953642	7780.402708734243	8172.043183159016	7899.643562136023	10264.732021024302	11427.658080807636	7965.202007574221	14272.758801059961	10678.630045081221	11201.104336782024	23909.965660845046	10191.784113450021	10311.825579770099	10124.31651485386	26499.373623460724
GLUCARDEG-PWY	934.0289325130311	385.81628457456463	363.0034977836165	23.210920186285534	76.5569831635486	179.3937998017515	301.1744589387163	110.75325665049748	48.891835459432286	403.71190489226774	49.34349132149179	0.0	488.4650077338518	98.86140854152549	30.553473074989824	216.20802950511694
GLUCARGALACTSUPER-PWY	204.3331837936639	0.0	58.092857754399596	0.0	0.0	18.840017078210238	60.84678209735381	0.0	0.0	34.4262620274933	0.0	0.0	190.8001717693818	9.481266519842176	0.0	0.0
GLUCONEO-PWY	14373.99035047803	20157.42007142698	9763.960377515132	10644.224055003922	12506.135591522856	13286.054770701516	17281.46608561207	15053.260298666628	15173.80755695867	11154.745162891488	8980.005677982332	16601.945320947492	11884.770338245531	10584.781349691451	10050.671111332638	19075.015877545142
GLUCOSE1PMETAB-PWY	6.658933819588033	4.659453043928565	0.0	19.98373774842622	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.333305414712651	0.0	0.0	0.0
GLUCUROCAT-PWY	4761.628554788106	5717.940386404469	1615.3728854374358	1303.3116672129158	1743.4617256138615	1927.35740386833	3242.864132385599	2805.0042645914414	1553.9969554521435	2143.3228319540103	2545.50535260666	1412.7942640459298	2620.5810345559184	1470.4293079664992	1130.4277796875365	2771.5732136351
GLUTORN-PWY	7895.937758388877	6835.480866392052	2310.586279429727	1732.7748850751298	2288.023687051803	2848.0108891807895	6922.578947479869	3919.3820242167203	1986.027086048213	3524.2653642214354	6418.81471497354	2567.3671467055055	5750.750311640968	3906.9570241394804	1598.854903309519	5559.941887191276
