pathway	AD1	AD5	AD6	AD8	AP2	AP3	AP4	AP5	AP6	AP7	CON1	CON3	CON4	CON5	CON6	CON8
PWY-5705	355.3693292974144	123.48260112068559	67.76037843915063	4.869565217391305	2.189129881292164	16.618626092190457	115.02304147465438	2.67	0.8738180632539942	54.78310052621479	46.19814358780072	0.0	188.88509277752024	8.846269103985616	0.0	6.130965402010387
PWY-5747	0.0	563.467018469657	107.00000000000001	173.39495798319328	330.2559880823422	100.38589631227669	708.1038491865237	552.7859376558066	448.0378554468702	0.0	861.2541254125412	459.9741379310345	821.4482764527041	786.0621460278586	392.6930320150659	1244.2166120639813
PWY-5837	7.727105436311477	7.718140935131832	23.39939413684652	62.523842991646895	117.09844310725722	165.21372257029114	17.374297270500975	0.0	0.0	33.410651686477046	0.0	0.0	22.564021369805403	0.0	0.0	10.39377008490184
PWY-5838	26.42225363746819	26.42301193146003	79.55111364207319	210.1175164642059	389.9166931477274	543.3990667234585	59.34692051707797	0.0	0.0	113.0550335922725	0.0	0.0	76.7181681857587	0.0	0.0	35.515646105599714
PWY-5840	26.434939928773943	26.42940802031987	79.74549352336864	211.1798370065793	392.59845584788604	547.6542265749806	59.37800637320724	0.0	0.0	113.25333593049362	0.0	0.0	76.79271727521713	0.0	0.0	35.52932371701828
PWY-5845	19.865588823996703	17.94793456653211	54.08854634067512	144.41814259192748	274.71442435431265	381.12767620890514	39.72704226647158	0.0	0.0	76.97039168457674	0.0	0.0	48.29536134031984	0.0	0.0	23.791035032707626
PWY-5850	19.865588823996703	17.94793456653211	54.08854634067512	144.41814259192748	274.71442435431265	381.12767620890514	39.72704226647158	0.0	0.0	76.97039168457674	0.0	0.0	48.29536134031984	0.0	0.0	23.791035032707626
PWY-5855	25.689696029893387	83.42217541379347	160.314500367105	53.40302820892972	0.0	41.9232703485295	32.32608411435935	0.0	21.508964591466448	89.20881773650213	78.72280977656254	14.935169844972847	137.74591972422698	11.63500641162117	32.867108570864254	73.8084666541598
PWY-5856	25.689696029893387	83.42217541379347	160.314500367105	53.40302820892972	0.0	41.9232703485295	32.32608411435935	0.0	21.508964591466448	89.20881773650213	78.72280977656254	14.935169844972847	137.74591972422698	11.63500641162117	32.867108570864254	73.8084666541598
PWY-5857	25.689696029893387	83.42217541379347	160.314500367105	53.40302820892972	0.0	41.9232703485295	32.32608411435935	0.0	21.508964591466448	89.20881773650213	78.72280977656254	14.935169844972847	137.74591972422698	11.63500641162117	32.867108570864254	73.8084666541598
PWY-5860	13.257966735795078	11.970453014610378	36.147678908665846	96.90310076792093	184.74622447408538	257.75487142695226	26.517578619998094	0.0	0.0	51.59611350316189	0.0	0.0	32.30019832110541	0.0	0.0	15.888325640190303
PWY-5861	17.64003729344729	17.626534425472965	53.226054807629616	141.40385911836	263.1862604838449	369.7721147104884	39.638043415776764	0.0	0.0	75.98110873543304	0.0	0.0	51.40658210344299	0.0	0.0	23.738736325704714
PWY-5862	13.257966735795078	11.970453014610378	36.147678908665846	96.90310076792093	184.74622447408538	257.75487142695226	26.517578619998094	0.0	0.0	51.59611350316189	0.0	0.0	32.30019832110541	0.0	0.0	15.888325640190303
PWY-5863	8.830368559732129	8.820219181882692	26.734242810121348	71.40253762381884	133.66585093670852	188.51143231831625	19.853541188385506	0.0	0.0	38.16783300405108	0.0	0.0	25.780458409090897	0.0	0.0	11.877816734855669
PWY-5896	19.865588823996703	17.94793456653211	54.08854634067512	144.41814259192748	274.71442435431265	381.12767620890514	39.72704226647158	0.0	0.0	76.97039168457674	0.0	0.0	48.29536134031984	0.0	0.0	23.791035032707626
PWY-5897	23.13847358541833	23.130711986793425	69.8495013357793	185.2617684114343	344.8896060460392	481.99526148080645	51.98419532311949	0.0	0.0	99.28071789436618	0.0	0.0	67.273877773157	0.0	0.0	31.10172029845338
PWY-5898	23.13847358541833	23.130711986793425	69.8495013357793	185.2617684114343	344.8896060460392	481.99526148080645	51.98419532311949	0.0	0.0	99.28071789436618	0.0	0.0	67.273877773157	0.0	0.0	31.10172029845338
PWY-5899	23.13847358541833	23.130711986793425	69.8495013357793	185.2617684114343	344.8896060460392	481.99526148080645	51.98419532311949	0.0	0.0	99.28071789436618	0.0	0.0	67.273877773157	0.0	0.0	31.10172029845338
PWY-5910	9125.10315844105	13413.171298399895	8965.290842367025	9365.128822074248	11532.994259508785	10882.304246606196	11949.821598186738	11176.807723766347	12766.418302468153	7227.0671829939765	6524.724574900934	3154.2890433834573	8063.0322967641705	8608.187828294007	9320.538495239734	10215.642827994232
PWY-5913	2679.248410302086	5399.312251554502	3572.8017411640953	3142.282029802329	5498.777599340206	5545.355968843871	7215.444036324907	6792.75369018349	3490.2975008799717	2483.9046466798018	1804.5225149745106	2489.907621274143	6022.9782787603845	3808.927070948233	3791.293742595679	3480.6082698780283
PWY-5918	292.3098560855587	510.05364874283816	379.4614192287624	681.0861812402545	702.8963720062736	1297.9937880811874	2069.8680750624094	1004.4171850002263	735.0292958496043	557.1143042709789	617.7289454440768	821.1300240548181	799.3241450969113	405.542750043864	511.86440369354506	1008.7916603518976
PWY-5920	12.949625772845897	75.92198224449902	222.24958890637143	132.26015198132	159.52353797563114	690.5345863190713	617.3941985681912	314.16438968201595	192.94178875761563	299.3117958665154	162.79591837937403	337.22751445429424	49.87998151403557	86.29604691895618	191.28753806193546	546.4113295893048
PWY-5971	16.63776712372674	2192.24093118038	0.0	49.83927347445752	148.52745690705945	243.2711413201833	183.61045793840768	609.5816133581491	59.84421806323046	178.048577918042	187.88489619363324	336.00653236414047	246.1263753300153	252.77042607931625	187.32780634502143	99.70104494183865
PWY-5973	17367.09499195795	20532.221552817035	9836.644542224518	11646.338642370272	10440.870392082474	12528.799360037121	17643.175033146275	13023.4582132896	17676.78971129165	12171.456546356516	13886.059860756532	23012.11868355352	10958.684045996577	12255.315035839383	9753.064739107162	26963.87216887768
PWY-5989	9.985413293630218	1361.8199026878672	0.0	29.93111594638064	89.45452679959946	146.79952844017194	110.5187103556031	371.3458584810006	35.92647535499633	107.34674560271066	113.05669798236111	202.1821328868146	148.62475636337072	152.46999758271335	112.87856484231979	59.86158995848596
PWY-6121	16881.234393199713	19111.748874312478	9147.744056489964	10205.253375259883	8989.67570516079	11537.400434403833	16492.195060500904	11631.00661903691	15487.878711821886	11876.59459037224	14458.737203626079	23702.748298480026	10146.824040580257	12202.353472366525	9358.65334649347	28075.41846777353
PWY-6122	17272.35606552021	19039.637677913724	9203.607781733412	10143.590191234849	8945.778232762366	11614.554326778463	16652.87234762552	11531.571040698738	15423.34640620621	12054.661142489776	15006.515620018317	24376.153093402063	10253.248041303339	12423.626447802058	9495.880321605877	28905.62899535581
PWY-6123	15404.287247311751	19510.629308178883	9818.028309346231	11729.612445747922	10023.110247890514	11650.247168965643	15941.626486032219	11993.613600009707	17567.19546960546	11072.897285917452	12226.266735240299	21882.196929687816	9635.872758779287	11944.24402518445	9545.594973359728	25620.192412128123
PWY-6125	12044.330902519308	18935.631766516177	10464.942946887313	12463.989804044597	11775.71696190765	12392.672380744725	15358.822418856405	12965.878283038352	18859.35352410332	10686.510299592039	10894.337442330872	22464.56727831399	8909.692282118509	12294.661698293805	11418.642524614555	25958.32780303595
PWY-6126	19515.37757224511	24225.165407110908	13809.049424718622	14755.822118386805	16939.713337968486	17287.698107100015	22143.61306100132	18500.128784686083	21023.248795074596	13900.461801777235	14362.12063010827	23439.634332265454	15511.395869773658	15238.999403565882	14580.726183009201	28206.01413464163
PWY-6147	8277.704067100698	14585.54443651071	4418.239466828258	5476.824945795564	5573.502394724466	5458.0077918476345	10257.508918526199	8263.364604277807	6993.187879462476	4675.793940043913	4953.812721285121	3143.3042291202605	5873.342741996186	5240.468122696762	3026.4526313244924	5743.425896010494
PWY-6151	14620.298187757397	18217.368396694044	11044.091115594567	11490.146152572646	13311.158340589443	13435.214950729465	16147.759580592361	13634.373939737137	16395.501553838687	10007.133869247742	11373.687307331944	19156.716352313902	11333.897845125277	11780.234481780484	11860.002302452667	22851.171154256863
PWY-6163	10529.51939854037	9737.471419996386	3622.66123841339	2983.1677572143694	3962.815776961271	5376.084917501401	9768.468738469845	6768.338005938162	2905.1231808244684	5358.339736939675	7526.958553645894	3632.4108190498814	6870.809182524901	4544.328560844254	2405.7631461243914	6563.70896908381
PWY-621	16717.04437484179	17459.72967673105	11785.714701351253	12143.381090766035	12988.714889043214	14882.832815187292	16696.760158113644	12702.507413616342	18248.485219865535	12750.158054489271	14167.483429739257	26233.380459885222	12234.483227671883	13381.492652393863	13832.054829014514	29860.316976253267
PWY-6263	2777.74417935255	2219.8997101667246	681.8487258803763	1077.550891901872	1542.6963868412472	1610.4793841740689	3177.024029306487	3260.156808653702	1803.9857345994426	1912.01244849222	1701.148357180149	2019.2054528191536	2598.27436218553	2159.3479343042163	1505.061044802369	2767.567799604527
PWY-6269	7058.07905574558	5681.130240978665	1533.1419171601194	1108.8286998986564	1501.1938899504687	2080.4504796972715	4945.453457671842	2435.1961776201892	1265.8204568074882	2504.471081941362	4444.713267861465	757.6065155985015	3071.121906422039	1787.2752922865736	647.8702088904502	2810.241914437831
PWY-6277	17272.35606552021	19039.637677913724	9203.607781733412	10143.590191234849	8945.778232762366	11614.554326778463	16652.87234762552	11531.571040698738	15423.34640620621	12054.661142489776	15006.515620018317	24376.153093402063	10253.248041303339	12423.626447802058	9495.880321605877	28905.62899535581
PWY-6282	9.986660333629327	1370.8681970450502	0.0	29.95524473547397	89.5727678095365	147.02526363526886	110.60495623636227	371.95069853184623	35.95763049908396	107.44079854929971	113.43871067661273	202.90165362069678	148.89716940785505	152.9100702259643	113.24020927306158	59.91899751798286
PWY-6317	16874.59535042867	20948.251890577278	12366.292714423835	12606.428896914062	14931.001107214066	15127.176658063707	18523.145469254443	15837.808333262936	17264.5572732482	11843.520483702132	11808.835166538986	20055.88417419529	12582.683206590504	12451.51381087294	12838.089958879142	23529.809681833198
PWY-6353	6993.2481874450195	2080.0160117313853	2907.0479340626766	645.7355532632794	586.5417424701482	2040.491686928864	4833.051205698885	2583.5884249148444	473.08051064594935	3346.18607903512	2133.4028353299736	157.1922871264281	4198.859444905851	1230.7114707972482	297.7615552621416	3279.1885336542987
PWY-6385	17422.827524621058	21185.529087282368	12451.851918884278	13295.054543169163	15386.672557843922	15916.31863612432	19771.3882705643	16702.39743351659	18827.870686063707	12561.60070050671	13260.66185017116	22448.65298051296	13584.511114656258	13656.028693983466	13451.665503441272	26252.194222004615
PWY-6386	17333.724255738838	20970.446685628733	12212.060577640557	13086.393146500432	15115.607922244704	15727.846945416166	19564.07638230953	16445.00710705312	18500.82144819631	12464.777208717158	13232.777775598799	22198.72012138904	13384.709243901916	13511.083208529597	13141.716285956301	25939.164062764467
PWY-6387	17831.387879984442	21661.009960431133	12749.471606788924	13648.996030552806	15793.83501112813	16354.967785181167	20217.6245927768	17113.21069944524	19326.58706579786	12888.53729627621	13558.183705671967	23122.24294707146	13868.293320378527	14048.647500667405	13763.876135929833	26950.374657887485
PWY-6396	0.0	0.0	27.944149291833476	87.55193730939317	757.9566667830585	1578.154711875396	103.37180491915542	107.24734353582683	23.976515914357577	63.63175917174623	79.27569192201051	55.868193714615934	7.99077709701594	39.882997597227316	0.0	11.994630920132822
PWY-6467	1975.0799999999997	3505.41	1126.9999999999998	1482.17	1982.3299999999997	2329.42	3615.6700000000005	3555.67	2009.33	2081.0	1730.8300000000002	2605.67	2457.6699999999996	1939.6699999999998	1570.5800000000002	3211.58
PWY-6470	420.53083831363426	95.54858459640137	66.8371994141662	85.84551524319264	367.02789703649086	855.702232533152	161.78177371846323	233.34720042867596	6.429831231553862	170.31641758826126	104.70467434779842	0.0	0.0	0.0	0.0	28.76826029069175
PWY-6471	14760.570704585945	18975.273738988803	11507.77700084337	12373.960585854438	14138.026781580826	14357.353254043488	17286.6732135578	14687.698584477013	17559.43029889867	10992.968810487662	11426.400999886022	20344.187027495496	11754.80432565946	12313.128614862842	12353.346734389843	23826.95796917584
PWY-6478	2103.2323267819625	515.9330058166518	726.1971039615335	110.31228026508785	206.0424240368654	371.20593179967636	1246.7008597362906	391.94078861512634	100.98990889484894	892.5376234315223	844.0608222769628	111.42375558523047	1182.1123928710824	314.3892077262759	0.0	849.1259886132455
PWY-6507	3838.968414878296	6172.511110757938	2185.9052784413257	1705.0437458492333	2487.843746370381	3103.6381800358936	5280.093779300679	4073.922192009967	2320.9385011879754	3207.1831087988367	2235.745561836635	1949.677590891711	3486.951098304784	2161.306836368313	1659.7179346244127	3765.016423662961
PWY-6519	18.166208216535424	2121.0365549923226	0.0	54.25382309907405	160.04848507711492	256.7604878920139	198.3090561164393	638.1163150876741	65.21446842675238	189.59407027997372	197.96999078648594	352.1209748386309	262.78585806149397	267.1029284795242	198.3898019197736	108.61806716835464
PWY-6545	2479.7370212388064	2835.358397666193	919.3283707205214	1061.7069240266612	2212.717685507206	2023.6574022828383	4242.182443057846	2623.2028206082273	2145.0329869359357	1383.5191205207864	3765.9079800363293	2389.8654669272673	3225.824586070484	3459.343505690931	1829.3603764037703	5953.622411075463
PWY-6572	0.0	2940.14977397796	646.8969591659427	720.1700094777708	1027.492900617573	785.792210794328	1705.9072924170546	2401.976269212097	768.2283969811149	1041.5903397886107	421.7028721875117	783.5207985609931	1119.6307533083218	764.1454332857609	500.01474715945784	1497.8681200082917
PWY-6588	2069.5315524263924	860.5645332436155	262.96886143702386	106.59483005092645	270.5206901051753	709.5483140302024	2112.271898531407	553.7478002665941	106.9349180075247	893.292911475998	1529.1732783487369	314.69806322121235	2123.477979914158	644.2438907657878	87.0860652861597	1115.073534412032
PWY-6590	182.2907508162127	283.42259545912896	397.2000634000899	452.5420258293971	694.7253633387594	1383.40392676074	1949.6721862033462	836.2600636709493	551.0707075474421	635.7060655401333	341.3361055033443	606.9599871056538	352.15777790170114	108.53638187155804	239.74065065217735	858.2759244069906
PWY-6608	6020.306109282547	1241.7879047588544	1976.9921601153633	366.30409514131884	330.445649981018	1245.1422515511645	3283.819436772472	1604.865154541378	262.8636613225279	2299.466711407207	1427.8215420024414	234.81122766776986	2979.1897147023456	721.6707289405992	165.58939041125325	2049.888695175118
PWY-6609	17128.545433321622	18511.467233932184	9597.030808338835	10835.69837958078	9625.762829098992	11942.01852232754	16117.995362037496	11710.017560591448	15888.080055853576	11354.950474583755	11509.19299277967	19961.16447677666	9449.782450529181	10768.796164741914	9385.713363508112	22866.511986571495
PWY-6612	5327.592251007455	10951.121276866246	2790.6392305258523	4131.843114035012	5282.53942167397	5349.672493205878	9256.960186353434	8458.819807406753	5757.9725250051	4738.592267297529	5199.921184981651	4616.083617381798	6115.11089932783	5426.160811521016	3498.466431902747	7372.3322506702725
PWY-6628	725.4776613412837	607.5014607198284	669.7768879762694	479.9721846964141	442.56161699748446	136.42741992589376	59.65660023279194	323.32709620645136	169.1819197122381	266.9614548151209	195.39475087058338	125.45097433436727	851.1541377899774	1952.7114759381213	265.01489173647457	137.3256607217621
PWY-6629	39.80685276380009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6630	725.094239378635	607.0006339372153	666.8156864263834	477.6064897191169	441.08670991972514	136.3144220245972	59.652123402855985	323.17424082889005	168.8272667485532	266.7556498354691	195.3644704938509	125.32808555140866	850.0636851969789	1941.2990849622136	263.85482658507607	137.2726560867655
PWY-6641	0.0	66.10871587189382	146.87742639926915	25.765206422552748	0.0	37.005125696666965	31.551511969249844	0.0	16.79798539497889	83.31185387856554	36.851654126509835	0.0	95.719315540797	0.0	0.0	68.8693728968117
PWY-6700	3268.9290878102433	5394.81254126392	2073.460194873852	1957.6155060793478	2628.1015393120833	3248.9231262130625	4328.403294731055	4145.7726353158005	2877.5645388599874	2678.4274826213573	3086.126349212177	3233.434694259931	3410.2155752950725	2915.5664673707915	2199.2558697407076	5098.12116453715
PWY-6703	2044.7917741450333	3563.3209220708254	1454.4153275991528	1411.349931682678	1783.393444210786	2126.558476214417	2971.707366305179	2920.535420482419	1657.9066096424515	1902.8202891120925	1572.357498393996	1751.192382491493	2005.2310648465316	1442.6628086012868	1208.208483774268	2398.0139481302576
PWY-6708	25.689696029893387	83.42217541379347	160.314500367105	53.40302820892972	0.0	41.9232703485295	32.32608411435935	0.0	21.508964591466448	89.20881773650213	78.72280977656254	14.935169844972847	137.74591972422698	11.63500641162117	32.867108570864254	73.8084666541598
PWY-6737	13054.378430567403	11466.441013378646	4653.2865445142315	3597.9686758101298	4120.170130868526	6005.9880699294745	10599.618113238976	6280.447093050121	3915.4163315885994	6870.526619149949	9372.269464709148	4286.209322051761	7797.862550259877	6356.297794904934	2844.227297056166	9690.140106962985
PWY-6749	37.294401749710744	433.8849951079825	201.15504078631542	119.3855989039826	312.376939191129	416.23885718701507	1083.465776559007	450.18059932344386	200.1212161688631	334.33242146072786	135.56553237649925	179.1731495909415	114.79733626114475	111.48799966139644	71.78288723906289	185.59649240099114
PWY-6876	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.33364567066008	0.0	0.0	0.0	0.0	0.0
PWY-6891	151.9537943555186	262.5849016906389	328.2721559254307	160.0334745319121	73.28508827696095	157.29069786775545	259.0107089967368	122.84639706423863	68.15912120829788	310.8691125885747	338.2400677254959	98.62927866289996	646.4507958675065	264.15535418511655	106.50906406851085	472.91344093081244
PWY-6892	3095.457036043158	5241.979398400092	1961.0305874272894	1992.02796821829	2824.791835129893	2682.35592117161	4846.822097135968	4616.376925355125	2501.507657618857	2494.80468260855	3264.7978554314527	2778.7547091014394	3801.92772290114	2910.8994953865495	2082.5463621779513	4662.481947100842
PWY-6895	684.4871574666023	1121.1951306434391	1022.6230432044034	651.2071015953612	338.21589000711924	682.9260978226986	1122.122937617841	570.0681967086098	316.71700756724533	1199.111716638109	1196.339808773521	444.2239423127983	2049.938938164687	1010.7392638790611	456.54111839251425	1710.7557652560354
PWY-6897	10446.786099593908	11471.255842766075	4725.517599423897	5419.535765376603	5359.184219833672	4907.510442410841	9545.465121262921	7092.324727852235	6769.240215643429	4533.84170019579	4820.499212580701	3365.972006724966	5227.006159463883	4715.909059861706	2839.659491005888	4933.567978761435
PWY-6901	891.8415299866932	8292.899937446464	3171.892255999055	3230.3994645550624	4298.000384366266	4594.894108156391	7539.436571999403	7392.891133349828	3514.287274005209	4132.809152193923	2126.3735182871974	3949.48177868186	3983.725760568978	3290.5730554528786	2597.94388649494	5168.51576993239
PWY-6969	2897.070770202537	7193.065093060734	2351.308796476296	2578.2388868017097	3288.323758836071	4082.16465815206	6901.496077909907	5850.7860832367705	2739.6955526809907	4020.3080204356565	2661.149564405699	3037.7842502994213	4363.240502664688	3099.4716846083184	2086.034135321128	4831.898795807413
PWY-7003	4525.7735774542225	2167.277186140654	738.5260045761348	312.36895635298634	756.2768938632086	1825.0568796761613	4480.6975920580135	1423.3834617497685	315.51523487851057	2155.861102885577	3351.4152420895534	679.8149939381054	3597.8691955281242	1659.0256013677688	253.44185051825457	2769.908464915722
PWY-7013	2809.0626727899926	6341.129852528653	745.3145475654968	1785.382980406265	3720.4062236350155	2490.9204356918553	3979.9187262765286	3231.7048116661754	4272.370576654461	1286.1490462566999	260.56313543478785	0.0	1764.8991791489839	2112.131377705157	1408.6461788239094	893.1378519138277
PWY-7090	136.08934941847474	50.489944509076516	53.2005454652979	20.23071973356525	104.1607684387999	144.5382975297918	44.546166024126364	24.948515687799972	3.940463000758062	15.036286437778363	97.04718472299598	45.76735261493411	88.51914944033746	22.428682098976044	7.333195495556515	43.32795777530237
PWY-7111	19472.605546238854	13897.259218599122	5956.031270027012	5007.856598112527	5717.239289230224	8110.601299310227	16786.10121211896	9637.533891908906	4880.4547756548845	9767.275749386039	12899.111230676604	6067.215333342825	10883.579877829341	7450.760565462075	3681.970515191818	13102.489530197752
PWY-7184	9008.828881354879	15147.722859303243	8554.599403222583	10703.606602465787	9538.375599544075	10112.768198358288	12165.341528143304	10410.8092911874	16611.39063118075	8663.763174854263	8854.036797724204	21106.3502240718	6735.114730634937	10400.765137152806	9700.781898202162	23514.61982931077
PWY-7187	11269.206642348501	16487.513648021148	9616.22661752322	11143.146582881891	11377.17441367972	11746.998315716617	14205.87883325817	12233.166454971099	16511.99250510299	9604.726641113213	9690.953508751243	19264.37169429313	8781.27980118491	11094.5327609573	10655.708785254497	22134.212181155068
PWY-7196	11729.598054527627	17019.82619627702	8884.161512549736	9739.455916889232	9828.007658809327	11157.833655596067	14369.267765324068	11701.684082166164	13090.23253787246	9880.102065484092	10586.725129095405	16739.372810130924	8264.757261307814	10100.096031972516	8503.89479433156	20811.99109354803
PWY-7197	8421.137256917187	13545.644446358454	7778.61083282086	9544.515030108578	8578.190602969917	9166.83776243243	11054.438436128674	9431.429247807178	14586.979944950084	7946.307089864252	8326.45978876188	18750.288862145997	6118.3814711224595	9341.818552077713	8717.863912358567	21187.73373182891
PWY-7198	2044.2884804719642	201.035204715125	522.228545631515	128.38555040857437	0.0	200.165667783288	746.2484091668208	470.9521133801106	52.380530879168724	633.3980314256438	136.6856611719802	0.0	195.43399324771516	0.0	0.0	594.8723153389727
PWY-7199	9642.548180950798	10129.32695709784	4252.291787297779	3754.983245837752	4760.77033739013	6773.205685933508	10171.834090117549	7393.522551372682	3961.414875023944	6400.940911504389	6633.887472623238	5278.329906753105	6914.464700274751	4681.305110594397	2817.599033812906	7813.69816251063
PWY-7200	8870.773452724408	12519.65605488422	6454.865318856013	6720.560964633709	7270.807436715655	8648.610011870265	11097.982991832385	9070.374322815309	8320.948670328364	7544.009936379166	7621.303210706348	10857.28616165101	6617.386428616635	7328.275092050815	5575.365114405409	14191.342912207843
PWY-7208	21112.550023832024	25687.64833987505	15469.953776647073	16345.866006858021	19350.883047705527	19875.69344510992	24312.335963165795	20857.13800219173	22868.362728274562	15298.839640429205	15604.67187628342	26840.031373950143	16797.23804582662	16509.677607760117	16740.876243680053	31234.287963396808
PWY-7210	2609.838087101067	285.3197211627173	724.6866995368163	182.4040503447592	0.0	283.1586888011548	1034.1574942497307	657.9494393165493	74.72715639825628	874.0343617966098	193.81217617087498	0.0	274.99639277914014	0.0	0.0	840.7811201240409
PWY-7211	6618.610045174235	5596.3731582620285	2273.085956144726	4165.825817624248	4818.356838495292	5761.118870473084	8784.965508151912	7524.512342710923	6019.788937951409	5115.631015636798	5462.495819570559	8371.825859173856	5268.132313668842	5513.896353034006	4469.375003264704	9513.604885440449
PWY-7219	19176.021044463203	23018.634741659283	13329.164784510782	14089.484530203095	16487.215374089865	17050.60869892253	21640.345545484677	18090.956918112206	19739.30062902959	13521.485748676321	14609.924962554061	23440.007929280793	14958.06841012433	14655.934407253666	14237.52797430869	27859.230204094732
PWY-7220	21916.97588192119	30874.384070402084	16203.539739498603	17399.598372436158	19059.073722213052	18701.812680725303	25646.66594335948	20755.43511751104	25836.152008625442	15995.096765810984	15123.034170621966	23439.136221436547	18814.529056192307	17813.847494543992	15888.227356529973	29397.245910115776
PWY-7221	17841.940645167273	21987.47096378332	12912.103606784187	13775.905096534148	16112.541867753109	16590.23763496563	20397.283106682586	17540.837014104967	19416.526114491444	13255.115516145375	13029.846702751334	23043.302865966492	13937.706296106022	13965.026090866295	13928.053393494563	26727.030685783237
PWY-7222	21916.97588192119	30874.384070402084	16203.539739498603	17399.598372436158	19059.073722213052	18701.812680725303	25646.66594335948	20755.43511751104	25836.152008625442	15995.096765810984	15123.034170621966	23439.136221436547	18814.529056192307	17813.847494543992	15888.227356529973	29397.245910115776
PWY-7228	11064.24607969387	17830.581457474706	9948.962273981486	12058.270874801545	11161.114170747142	11837.073009458183	14441.213781699744	12286.394668715491	18340.10175972532	10189.641073168817	10394.536566531284	23001.056974686093	8162.879091907424	11810.921757813789	11057.800053243604	26043.44390970598
PWY-7229	20237.217468138468	25234.759673315708	14305.586879978637	15295.068470119015	17484.82693722767	17802.03429671385	22942.126208596408	19101.475417932157	21838.73991770966	14382.114168918812	14791.893197601821	24203.773436301006	16109.412299666164	15790.018654925034	15024.884322748105	29075.93730013286
PWY-7234	14239.497863991646	18356.27634413875	9362.452646122174	11148.12883516218	9489.627491986981	11253.493211477178	14901.84303242089	11356.888142411348	16815.818537777457	10785.60746100716	11933.66595579345	21768.64566523786	7698.340405309925	11566.033383711056	9304.477110801503	25358.25521577551
PWY-7237	612.5	1771.33	379.0	428.67	737.83	508.49999999999994	1059.67	1385.67	495.33000000000004	665.3299999999999	286.5	629.5	673.5	432.0	339.33	769.5
PWY-7242	7508.26972585567	8266.348936243843	2662.0075015415223	1863.6726586676334	2557.6290968516087	3286.6834076778127	6962.833207016485	4356.191209953557	2255.356841137099	4198.746326100544	4662.874728297124	1891.8575231638315	5199.190327874006	2860.3761699947986	1627.204225799633	4801.786475621878
PWY-7254	9.981243656611964	1472.6243412603237	331.039100360658	493.4956534822869	962.9705468602981	546.7000249654369	1823.7773733139006	1388.8908225448934	996.8526213607972	59.45152599627119	1822.12079882017	1030.8135837509187	1850.8162959949743	1638.2820051497447	839.8122126017553	2546.795765398377
PWY-7315	2286.8791734432543	5924.508209296421	1068.1543951819706	121.43661624014959	407.6007720726081	919.4228634729288	1704.7514918884885	734.0509199126743	315.005554471645	929.8061085774364	1842.6651118787204	225.31656474700358	2485.9401397568545	1191.679447682659	111.40392015459189	745.4191583885215
PWY-7323	2870.661090461466	6258.44535707529	2072.6525073793705	2149.16470266281	3162.196770755909	3877.5280346715285	5955.147408223303	5156.346485189094	3101.0470627046707	3400.836515474207	3198.863662857911	3600.8870986958996	4239.327546053188	3355.6295045409256	2322.4738725954444	5313.293763223942
PWY-7328	173.52788938084475	3955.217914776445	1150.4551759023768	1133.808916273321	1762.0142636748724	1702.979327906921	3319.1954094997664	3080.1155212401063	1435.782997671454	1776.9276492305203	1211.530604380682	1578.467280860098	2723.4385178829325	1555.5211336333155	871.7320242461338	2024.8250933225702
PWY-7332	2239.8808281183337	404.97730775262744	287.28353732812866	76.566345008776	524.7011705643994	1375.704103894981	204.20788927701528	93.9582009626213	52.360554121898566	41.84862740277546	496.0127142101859	163.30320344516468	494.85347597767924	145.47870326947822	66.18327251206766	311.2445863805115
PWY-7371	1444.0	864.33	252.33	418.00000000000006	604.0	638.0	1394.5	1421.4999999999998	749.1699999999998	906.6700000000001	1151.33	1115.0	1366.0	1054.17	635.33	1502.0
PWY-7373	0.0	761.4076385862845	188.36837423473395	307.1020408163265	498.4429022082019	264.5701943844493	1119.8950520461997	1019.0229305578142	640.8645995301817	0.0	1053.696834662098	820.6830052229811	1158.5892381459776	965.9088295249201	548.9937019824631	1419.9457574583494
PWY-7374	1226.823968765914	425.23140052596176	180.37033271091494	313.5	372.9755080771235	572.9779544633176	910.2500272657869	1059.3872143898884	422.2137263953	862.4563292577556	518.6849918400329	759.6898197242842	768.4578079534433	472.0243316509704	333.0285622960106	447.5615090213231
PWY-7377	2090.9553495841415	2745.9161840885163	518.8050052549546	712.6676589611025	1131.8119688149613	1099.3066772556797	2297.6901917161513	1405.3565895809372	1024.4966745819677	850.0830330483489	14.940885468266497	0.0	1006.1687106740536	979.5098607574726	444.1163035752739	541.3239234392319
PWY-7392	10640.442465364746	11685.283309405304	4459.2891710698	3950.7312226339163	5131.513675398214	6697.3757498277155	10951.270688281951	7932.24111284217	4528.060310079995	6522.716046016315	7802.177083776365	5386.161272241957	7862.764903021984	6108.001293968204	3413.7747207376515	8996.85610365215
PWY-7400	11909.533942896855	12289.113211452837	4779.139605137522	4407.249620347408	4777.715450408075	5536.818648121997	10778.326097796702	7086.017408105989	5470.9895369194255	6207.880839543397	8449.449567754073	3821.3710514648114	7320.365851885112	6592.128864264801	3172.7125962546074	8873.687746232623
