sample	weighted_NSTI
AD1	0.0972717395827955
AD5	0.07397211877305399
AD6	0.05777736908331591
AD8	0.057240974482364516
AP2	0.07494927644980881
AP3	0.10014082654544715
AP4	0.12335162262005432
AP5	0.09133520718097482
AP6	0.04514589733434953
AP7	0.09459298476932819
CON1	0.09954209073939009
CON3	0.046488610951014295
CON4	0.09281484003503118
CON5	0.06713104709352756
CON6	0.05864174017454555
CON8	0.051810340282061204
