normalized	AD1	AD5	AD6	AD8	AP2	AP3	AP4	AP5	AP6	AP7	CON1	CON3	CON4	CON5	CON6	CON8
348e85fdde75503a9c70539e268160bd	0.0	6.75	10.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3566069e568a445eac1cc7eb548f79f2	52.75	6.0	5.0	0.0	0.0	0.0	5.5	0.0	0.0	0.0	0.0	7.5	0.0	0.0	0.0	0.0
356da847aaba77cabf4595d038fd2b68	0.0	0.0	0.0	0.0	0.0	22.0	13.0	0.0	0.0	0.0	54.0	0.0	0.0	0.0	0.0	22.0
35a3793bfe7609c7fc9f902a17aaf85f	140.0	59.0	72.0	0.0	30.0	46.0	40.0	57.0	0.0	92.0	42.0	5.0	72.0	0.0	0.0	30.0
35e21dd72be7afa8f7dc732852eaa935	22.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.75	0.0	0.0	0.0	0.0
363f843a8c637fe3e3bbc5de02733fe5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.0	38.0	0.0	0.0	0.0	0.0
36e3241bea3768e4123c414f63716333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.0	0.0	0.0	0.0
36e7d485787d726a0e16bff74100463e	0.0	29.0	9.25	4.25	12.5	19.0	5.5	7.5	2.75	12.75	12.25	25.75	17.5	7.0	22.75	8.75
37044cafc044a11885b013464c542d7a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.33	9.67	0.0	0.0	0.0	0.0	0.0
370745f4994532cbc8f85559ac466cd5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.67	0.0	0.0	0.0	0.0	0.0
374fced2de6dd515a1a3b1bc551e96de	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	2.0
37f201fc1c3d0347425aff977b59966a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
38ed7202efb87e3468f28422c76f6a86	0.0	10.0	11.25	9.75	12.5	16.5	14.75	27.0	24.75	11.75	0.0	9.25	7.25	5.5	9.0	5.5
397e544c44b9ba06015ca6352cff347d	0.0	3.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
39ca424228e2fe8224a68252d7c1dfc5	0.0	0.0	0.0	2.75	0.0	0.0	3.5	0.0	1.75	2.5	0.0	4.5	0.0	0.0	0.0	2.75
39eb4d3fe8af4312ca2464ba2f4c0166	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	0.0	0.0	8.0	0.0	28.0	17.0	0.0
3af1ce1958d93626781ddb08138c1555	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3b36efc09a3547af624e079b64dfe77c	8.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3bf444ae891a8eaacb3203ca1760e075	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3c118102f97c7b184f46f5a5328dafb1	0.0	0.0	28.0	0.0	0.0	0.0	0.0	0.0	0.0	75.0	0.0	0.0	33.0	0.0	0.0	0.0
3cc95b4e921d346d6cd11e2c74d528dc	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0
3d3b82b078ec8acbc61ecf0ed892de0b	25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3e30d599c689f3356023ab445fe36eb0	0.0	0.0	20.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	71.0	0.0	0.0	0.0
