OTUID,TOTAL,AD,AP,CON
41632864d52fe7b93113df78081cc4e2,0.277777778,0,0,0.833333333
418516f907a044dc4a050a956456a790,6.611111111,13.5,6.333333333,0
4198bc0678289afc0831795d2a84cbf6,0.444444444,0,1.333333333,0
41b3129038117b7c9e14dda9ef77dbd1,4.722222222,0,4.833333333,9.333333333
41db16c6a1283c169a5ee756951c5dd9,0.111111111,0,0,0.333333333
41fd2b938a586046060e0e7aef256239,0.277777778,0.833333333,0,0
420d881a84e6d4c4cb39df539c091fc8,0.555555556,1.666666667,0,0
42690539aa399c812b99bc18ad34b6b7,198.0555556,496.3333333,15.83333333,82
433825ff409a5a1f3942dc18cf044c1b,0.111111111,0.333333333,0,0
43c0fc4c910b2b2e814cc513fa1216cf,3.055555556,0.833333333,3.5,4.833333333
43f9a946f7131f61842f933579052866,1,1,0.666666667,1.333333333
4493e43c6ebf1a3f28f4d12497eb4698,6.888888889,0,0,20.66666667
44ae901157d54424d8ae08e9a9ae9704,2.277777778,0,6.833333333,0
44bd1efc8d03b8e1153d643564b15e9c,0.777777778,0,2.333333333,0
44cae38ace30f54ee81cc5c5b2ce47eb,0.444444444,0,1.333333333,0
4576b43e6b018f7b1f62eb9802d179f8,8.055555556,17,0,7.166666667
45ac4dd5ac6a33903b3fae14faff2115,60.44444444,53.5,70.83333333,57
45e1a91277b9e60c848b17f6d3f818db,11.5,19.16666667,12.33333333,3
4607b7404b3f99f59b4e415b329e7a6f,5,3.5,6.833333333,4.666666667
462b8f1780130500d37b2256e177b1e4,82.44444444,57.16666667,128.8333333,61.33333333
46564d59d3c490d0845a3519e8379869,1.277777778,0,0,3.833333333
46c4bb9712e0a90290c4cbcf56d860a3,1.333333333,2.166666667,0,1.833333333
46efaedf0b7cefe9460531c9c6364bd1,19.05555556,53.33333333,0,3.833333333
47244f9384887abc2c7313e0ab7fc4ea,0.944444444,2.833333333,0,0
475b206b5a66ff74a0bf4ac3a0e6bc0b,0.166666667,0,0,0.5
47cf03a1d7cc50e2b29ecef29f36e820,0.111111111,0,0,0.333333333
48205a6d596055905fa0dbf9ed794863,0.777777778,0,2.333333333,0
48c9e882b29135c86dbd16bc9e6946a5,5,3.833333333,6.666666667,4.5
49d100f9906bf4d6aeeb9472dc402f89,0.166666667,0,0,0.5
49da2429319bb8bab3d9139319699d74,29.38888889,44,29.16666667,15
49ef9259c2311579bd3f3f9fb115047a,5.055555556,0,14.16666667,1
4a381e3446c64651b44ec50a250817d8,0.333333333,0,1,0
4a5ca2c1b01a086ac047342cae74a6bc,2.111111111,0,1,5.333333333
4ae778fee19dbfc68145878b4ab296ec,1.555555556,0,4.666666667,0
4b0ae96ba7d2990898244875daeb029c,3.888888889,0,4.666666667,7
4b2cc6806d84fe7aa0a80569014c09f7,0.222222222,0,0.666666667,0
4c2da45e460a2cb09b961edc7cdd3bb2,0.722222222,0,0,2.166666667
4c58adf77739e2e77c30556ea55b2d32,0.888888889,0,2.666666667,0
4d24f63a4ee56e1d36b9143f8609c04e,0.111111111,0,0.333333333,0
4dfe3eb93ed9776d8ea7e0681ed1f9b6,0.666666667,0,1.166666667,0.833333333
4e2630b73e34af7d8844ba855211b1a0,0.777777778,0,0,2.333333333
4e59c0041d4c780cbee9e361beb8fca2,6.444444444,17.16666667,2.166666667,0
4e5dbd89de2ddd68d6e4d327717bb6c6,7.888888889,6.5,12.66666667,4.5
4ee9c1b57eb6f789cb2d57c4cb2f783f,0.111111111,0,0.333333333,0
4f766035212579d0ea8e0b1b795ed8bf,3.222222222,1.333333333,4.5,3.833333333
4f7c3af6e8663b0870f0ed5d16d9e49a,2.166666667,0,1.5,5
4f8f23e3992e5e15e8033515108217de,21.72222222,39.5,25.66666667,0
5033b6951462e70ee6301ce9c9ebe8c5,1.666666667,3.5,0,1.5
50be19a8d2830242681ea095a3b01b5a,3.444444444,3.666666667,1.666666667,5
5105f91b1b28ae7ee4dafb34c84c8fff,12.5,5.5,20.66666667,11.33333333
510b4a5f48086701416ab699f4056bad,43.22222222,40.66666667,51,38
512898f314cce3e1e8a8323c36fef6e1,27.72222222,0,45.33333333,37.83333333
51b3e51d2d8fd6795294c65064c93eec,1,0,0,3
51dbca22f7469bb00e4379845bc1fb83,2.555555556,0,0,7.666666667
51e2f60e2e3871c998d391de0caac8bf,10.05555556,5.5,18.83333333,5.833333333
5201655aa9cf2f7ace465410a878f312,9.222222222,0,11,16.66666667
531ab4c63ec669ee00972774562309de,59.83333333,50,99.16666667,30.33333333
536c260407b5480c266a72004a8c6ccd,0.222222222,0.666666667,0,0
547f80f193a2881abc9f7026b92ad352,975.3888889,590.8333333,702.1666667,1633.166667
55569d0a471f84ff78ebf6cd42f083bf,5.222222222,15.66666667,0,0
56ccacfbbe8f56be55f3740e1f106abe,2.666666667,0,2.5,5.5
571f85b5db8d7d352c500e3097160aa1,0.111111111,0,0.333333333,0
574947bc3b2c96ddd1c1752046ba01eb,0.111111111,0,0,0.333333333
574b5592d3f088b14174abd838866651,9,3.166666667,14.83333333,9
57a2780152d4c79535f9c71d21c87db8,10.33333333,15.66666667,15.33333333,0
58038055caa314c384db91ebb63e2902,2.444444444,6.333333333,1,0
5848f6c0f80056b2150a449b5f38b3bd,1.111111111,0,0,3.333333333
5869a42e31899d7780629f0716109cf5,4,7.166666667,4.833333333,0
58cb1f714adaedf60dd49adf273eaf59,0.777777778,2.333333333,0,0
593d065c43a666a4107f3b14d3181bfe,8.166666667,0,0,24.5
594e2d8eb1e556986abce909e8b09ffc,6.277777778,4,8.833333333,6
59d1a85628793ccb23ab44f255226b15,0.388888889,0,1.166666667,0
5ac019b3b36d7a79722a10ab043c4bef,0.166666667,0.5,0,0
5c33db7c460ec1200192e97fda0dbb2e,4.277777778,0.833333333,6.166666667,5.833333333
5c47bef8f5da9056d79608d94aec1606,0.388888889,1.166666667,0,0
5cbf0b2efd8f80a169ab74ad33079e39,1,0,0,3
5cccb749e8c283919cc185f2e25c8565,0.666666667,0,2,0
5d06951cab74f080ed1f8581c7cbfdf6,5.777777778,2,12,3.333333333
5d2f0d410604218eab1553c0ba95e87b,0.444444444,0,0.666666667,0.666666667
5d3041aa731be2695ce5893b43076e02,2.444444444,2.5,4.833333333,0
5dd973a030569248ca96ad682787eeb0,0.222222222,0,0,0.666666667
5e17a5cb4962111829d5a3162b84253a,2.611111111,0,7.833333333,0
5e59e92b5203cf88b45515feb4dd90a1,1.388888889,2.666666667,1.5,0
5e61e1707fb2129594d211ba454470e4,6.222222222,0,0,18.66666667
5ed5a1891a09adf426bf256d58494dc8,15.83333333,2,3.666666667,41.83333333
5f5ca726fd3f6d6e6a1b3f6811443574,0.555555556,0,1.666666667,0
5fb94f804715b4d90f191c413efef44e,110.8333333,53.66666667,16,262.8333333
5fc6f86d85f03ca7537c25730cfcf460,0.944444444,0,0,2.833333333
5fc798b1df3bcda5e68c5d88d8d39402,0.444444444,0,1.333333333,0
600c9f3de23a5834c65cdf6b56a7c81d,0.277777778,0.833333333,0,0
6010509f0fb5b3456410405a3ab013bd,0.777777778,0,0,2.333333333
605c17c16f33905999869770413b1a8f,0.555555556,0,1.666666667,0
6166cd8b69d6af6ba6e209d4d4f839eb,0.388888889,1.166666667,0,0
6216ac91ccb6fcb35c42af895d76fca3,0.722222222,2.166666667,0,0
6260bcc30e89c8a76a19a1856119c587,2.555555556,7.666666667,0,0
633986f25dacddd71be7f93667c0698e,3.111111111,3.5,2,3.833333333
63a54eea7fab6fa833b58a42c8ebf1f8,0.5,1.5,0,0
63afd5222bbcd2d49e083f44f9da3aba,3.611111111,4.166666667,2.5,4.166666667
64849bcfdeafe20a484dacaa977328b3,3.111111111,0,3.166666667,6.166666667
64ec23bbacc27e5722f89417bb862c68,0.444444444,0,0,1.333333333
654c629392a9dc666b681833938d785c,0.333333333,0,1,0
6653c92dc7618280b132aeae2a9291cc,8.222222222,6,7.833333333,10.83333333
666fefaeb47f3141846c043009098eb6,3.5,0,10.5,0
668316497189c0c158711815de76dec2,0.111111111,0,0,0.333333333
683aada938c65b71b6f281012d0d257b,45.66666667,20.5,82.5,34
68d030b7e708ecc13d8f3cec5de977a4,0.333333333,0,1,0
68f8f7604872a6d4fed9b2b43064aee4,1.277777778,0,3.833333333,0
68fa6eb93675602681b474cb0ce9048b,4.166666667,8.333333333,1.333333333,2.833333333
692908d9e8dc244214e861f18774ffb2,9.111111111,13,2.333333333,12
694f413b53b76692d2bf1cd02091399c,574.3888889,49.33333333,709.5,964.3333333
6b34d59835b77db6bc62c89c1eabde0b,2.277777778,0,0,6.833333333
6b92c0dfde94e01d7eb99d2054c77497,1.555555556,2.5,0,2.166666667
6bf2840673de7a07c6136b4d66f9d325,10.22222222,1.666666667,0,29
6c1bfd075db534f844351ffc0b8d4f6a,1.222222222,0,3.666666667,0
6c31248aab400bbb31133caffa277913,7.611111111,14.66666667,8.166666667,0
6cb3f6fd935a831537c9052b9a4284e2,2.5,3,4.5,0
6d26cf14a267d2be14f2c5c6524e3f84,14.11111111,15.16666667,14.66666667,12.5
6d94ad7799a01df0a525a125c6246f7e,0.111111111,0,0.333333333,0
6de89a7f3f4c4935de7823e5729416f4,0.111111111,0,0.333333333,0
6ded34f7b682053ff5b9b7e4ef929a22,10.44444444,14.66666667,6.833333333,9.833333333
6e019166f485dbd32194a2d44edc4df1,0.833333333,0,2.5,0
6e408cc3ba68e93a8d2a36d67381d445,152,113.6666667,154.3333333,188
6e4d95842a0cae9e21b538e8ed99b34d,2.055555556,6.166666667,0,0
6e68a3370037593908fa7837d0d66c81,0.111111111,0,0,0.333333333
6ec2b2eb686d8f62db101849f0744d6e,0.722222222,2.166666667,0,0
6ec37daa396eb7394e7958cbaebe668b,0.333333333,0,0,1
6effbd2be9f793ea5295f877770c51ed,171.7777778,91.83333333,322.8333333,100.6666667
6f196f110f8f466aab948250105bedd7,0.5,1.5,0,0
6f9ba20837b8830fd396b63636074215,0.222222222,0,0,0.666666667
7063183370922c8b131fd30058593501,4.777777778,0,1.833333333,12.5
70ccc60eef16412b7023c4ac6641f6cd,0.888888889,0,2.666666667,0
713be73748483aef292180e9d0cc0210,2.777777778,0,3,5.333333333
72bc22315544a201ede9dec6af150e98,4.944444444,0,1.666666667,13.16666667
74a161fc1e467ad0d4aa28d7e35f7479,0.444444444,0,0,1.333333333
74a4886b0aa290a2fa8ca0d908b2f912,0.5,1.5,0,0
74b35ae658465e7512c2b61f7906c907,213.3333333,281.6666667,273.1666667,85.16666667
74bcd29b01bcbe0d1abe1c5e26eec0e8,0.111111111,0,0.333333333,0
7604f4f89594f923ac1cf31a38880c5e,0.944444444,2.833333333,0,0
76130162b8af1cec6a2efaffcf0e9154,2.333333333,4.666666667,2.333333333,0
7643e215cbe9703dd7abe9d4488265b3,1.444444444,0,4.333333333,0
77c25cf90fc6b99d02c4d1f242803ee8,2.111111111,6.333333333,0,0
783d1e50542235ebffaed7e3cc5ffd6d,1.666666667,1,0.5,3.5
785a624a55ee5dab4966dfc4d63e7a4d,0.555555556,1.666666667,0,0
78719309d76cb95f30db21b7eff615c3,0.444444444,0.833333333,0,0.5
788fa73da2d45445a6055bd634945d43,0.444444444,1.333333333,0,0
78e755f22b31aebfc49ec971c9e25f82,4.277777778,0,3.166666667,9.666666667
7966f669971b26c2d74342a85e4c3880,16.44444444,0,23,26.33333333
79a9d2c3929074a416360f2c49d9e818,12.94444444,1.5,10.83333333,26.5
79e3e1a15fc3c30b2c6b9b0a46830a5a,0.388888889,0,1.166666667,0
7a171e8173fb3b2eebf9da24f94c4882,22.44444444,23.83333333,31.16666667,12.33333333
7a8561bed18f71eaf74b43d4d92d2176,14.72222222,22.66666667,14.66666667,6.833333333
7ab0f5fd995b7d157e375b1520f8c635,1.277777778,3.833333333,0,0
7ac5d6c23412507ac3b32e6d205c1aca,2.555555556,0,7.666666667,0
7af3bd38f0f164d41ea3c8afa361ef51,6.722222222,2.833333333,15.5,1.833333333
7ca8e4ee1186c7392d160a7dc543b6de,1.722222222,5.166666667,0,0
7e0317f7ea7da7ba2121b612bbee1602,0.277777778,0,0,0.833333333
7e3d9240b698c6bf8fc56676d35a7151,26.05555556,61.66666667,16.5,0
7f6014bee7c27dce9aa46dbe30ee4351,2.388888889,7.166666667,0,0
801703b9ac2077fb6039e27673fe9250,0.111111111,0,0.333333333,0
806700bc9b7d560422f7c164b3bd8e6d,14.72222222,0,32.66666667,11.5
8146deefacadef2055916d06c19a3abd,1.5,0,4.5,0
81d39a75c4b6f966a8d4e03decd37b35,0.5,0,0,1.5
81eb81acfe3c3b0fe1b0359689c88151,0.444444444,0,1.333333333,0
8234b5d702df430c632de9a72590849e,0.555555556,1.666666667,0,0
8281a4e3d20ba7701d1b22bc6a5cc274,1.555555556,4.666666667,0,0
83060f4da8b5d59469fa63dcb7fb9ae4,1.222222222,3.666666667,0,0
8383a9394d839568543ff7a5decb1956,18.05555556,15.16666667,25,14
838d0736efd9295506133747708054b9,0.666666667,0,0,2
8400b734c4ae6e29f117f0898c88e998,13.94444444,14.16666667,22.83333333,4.833333333
8431ce797c88c8ae073512bf2145e2ae,12.5,8.5,20.66666667,8.333333333
8475722b5af046e39bbcf71852911d88,0.555555556,1.666666667,0,0
850fc8381d6fc19a74e163682a3c65f4,2.388888889,5.333333333,0,1.833333333
851e5232eb7b349147288db209486f5f,7.222222222,21.66666667,0,0
853cddc1b946f0d43a0716ac206af2bd,0.555555556,0,0,1.666666667
8570b079ecb551d3b852a2decf2f34f6,1.166666667,3.5,0,0
85ed3d8c30f1cf7ad10a011d18724cab,0.944444444,0,2.833333333,0
88176c6a714b06d688c7281005f30f8e,0.055555556,0,0.166666667,0
886286b87bf39aded1a0a1fe156b4122,1.777777778,5.333333333,0,0
88ee1afef4d1eef84df08ed59359d002,0.888888889,0,0,2.666666667
893084e9acd8dab780c2194205954fda,0.222222222,0,0,0.666666667
89a6c15cf31792ba04d17860e9492227,46.5,94.33333333,0,45.16666667
8ae299fe8aa39820660e7e6746ff1aae,2.166666667,4.833333333,1.666666667,0
8bb80798528ee07dc94c4a66868cd392,15.05555556,19.83333333,21,4.333333333
8bee12c45f4dc4dfc7ade55870939c3d,0.777777778,2.333333333,0,0
8c8cd1cc4122ee8bbed77056f0065457,2.166666667,0,0,6.5
