"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Species"	"AD1"	"AD4"	"AD5"	"AD6"	"AD7"	"AD8"	"AP2"	"AP3"	"AP4"	"AP5"	"AP6"	"AP7"	"CON1"	"CON3"	"CON4"	"CON5"	"CON6"	"CON8"
"d__Bacteria"	" p__Firmicutes"	" c__Bacilli"	" o__Lactobacillales"	" f__Lactobacillaceae"	" g__Lactobacillus"	""	0	0	0	0	0	0	0	0	0	0.000118112561270891	0	0	0	0	0	0	0	0
"d__Bacteria"	" p__Firmicutes"	" c__Bacilli"	" o__Lactobacillales"	" f__Lactobacillaceae"	" g__Lactobacillus"	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.68078651253888e-05
"d__Bacteria"	" p__Firmicutes"	" c__Bacilli"	" o__Lactobacillales"	" f__Lactobacillaceae"	" g__Lactobacillus"	""	0	0	0	0	0	0	0	0.000233808744447042	0	0	0	0	0	0	0	0	0	0
"d__Bacteria"	" p__Firmicutes"	" c__Bacilli"	" o__Lactobacillales"	" f__Lactobacillaceae"	" g__Lactobacillus"	""	0.0784855837047904	0.158823529411765	0.126209907003226	0.230064860740176	0.147621866982435	0.176165803108808	0.326425521225823	0.231646013560907	0.148274351360561	0.280871670702179	0.0503600988928303	0.0673996535883726	0.00296625880608083	0	0.0485851937300672	0.0565165720322197	0.233342947793481	0.00288029494220208
"d__Bacteria"	" p__Firmicutes"	" c__Bacilli"	" o__Lactobacillales"	" f__Lactobacillaceae"	" g__Lactobacillus"	" s__Lactobacillus_intestinalis"	0.00626304801670146	0.000227998176014592	0.00218257733915354	0.00434948492941625	0.0029603315571344	0.00347890451517395	0.0469103240391861	0.0260696750058452	0.0353405052816044	0.0248036378668871	0.0801354401805869	0.0321560358460727	0.00541342232109752	0	0.22996539322793	0.0757955895946124	0.0781655610037496	0.00353316179576789
"d__Bacteria"	" p__Firmicutes"	" c__Bacilli"	" o__Lactobacillales"	" f__Lactobacillaceae"	" g__Lactobacillus"	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000407138494944697	0	0	0
"d__Bacteria"	" p__Firmicutes"	" c__Bacilli"	" o__Lactobacillales"	" f__Lactobacillaceae"	" g__Lactobacillus"	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000460847190752333
"d__Bacteria"	" p__Firmicutes"	" c__Bacilli"	" o__Lactobacillales"	" f__Lactobacillaceae"	" g__Lactobacillus"	""	0	0	0	0	0	0	0	0	0	5.90562806354456e-05	0	0	0	0	0	0	0	0
"d__Bacteria"	" p__Firmicutes"	" c__Bacilli"	" o__Lactobacillales"	" f__Lactobacillaceae"	" g__Lactobacillus"	""	0	0	0	0	0	0	0	0	0	5.90562806354456e-05	0	0	0	0	0	0	0	0
"d__Bacteria"	" p__Firmicutes"	" c__Bacilli"	" o__Lactobacillales"	" f__Lactobacillaceae"	" g__Lactobacillus"	""	0	0	0	0	0	0	0	0.000233808744447042	0	0	0	0	0	0	0	0	0	0
"d__Bacteria"	" p__Firmicutes"	" c__Bacilli"	""	""	""	""	0	0	0.000189789333839438	0	0.000394710874284587	0	0.000188394875659382	0	0	0	0	0	0	0	0	0	0	0
"d__Bacteria"	" p__Firmicutes"	" c__Bacilli"	" o__Lactobacillales"	" f__Lactobacillaceae"	" g__Lactobacillus"	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00014421690222094	0
"d__Bacteria"	" p__Firmicutes"	" c__Bacilli"	""	""	""	""	0	0	0	0	0.00029603315571344	0	0	0	0	0	0	0	0	0	0	0	0	0
"d__Bacteria"	" p__Firmicutes"	" c__Bacilli"	" o__Bacillales"	" f__Bacillaceae"	" g__Bacillus"	" s__Lactobacillus_vaginalis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000528192261983362	0	0
"d__Bacteria"	" p__Firmicutes"	" c__Bacilli"	" o__Lactobacillales"	" f__Lactobacillaceae"	" g__Lactobacillus"	""	0	0	0	0	0	0	0	0	0.000340748673514092	0	0	0	0	0	0	0	0	0
"d__Bacteria"	" p__Firmicutes"	" c__Bacilli"	" o__Lactobacillales"	" f__Lactobacillaceae"	" g__Lactobacillus"	" s__Lactobacillus_intestinalis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000339282079120581	0	0	0
"d__Bacteria"	" p__Firmicutes"	" c__Bacilli"	" o__Bacillales"	" f__Bacillaceae"	" g__Bacillus"	" s__Lactobacillus_vaginalis"	0	0	0	0	0	0	0	0	0	0	0.000429968827260024	0	0	0	0	0	0	0
"d__Bacteria"	" p__Firmicutes"	" c__Bacilli"	""	""	""	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000135712831648232	0	0	0
"d__Bacteria"	" p__Firmicutes"	" c__Bacilli"	" o__Lactobacillales"	" f__Lactobacillaceae"	" g__Lactobacillus"	""	0	0	0	0	0	0	0	0	0	0.000118112561270891	0	0	0	0	0	0	0	0
"d__Bacteria"	" p__Firmicutes"	" c__Bacilli"	" o__Lactobacillales"	" f__Lactobacillaceae"	" g__Lactobacillus"	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000330120163739601	0	0
"d__Bacteria"	" p__Firmicutes"	" c__Bacilli"	" o__Lactobacillales"	" f__Lactobacillaceae"	" g__Lactobacillus"	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000358615743231128	0	0	0	0
"d__Bacteria"	" p__Firmicutes"	" c__Bacilli"	" o__Lactobacillales"	" f__Lactobacillaceae"	" g__Lactobacillus"	" s__gut_metagenome"	0	0	0	0	0	0	0	0	0	0	0	0.000225920626553204	0	0	0	0	0	0
"d__Bacteria"	" p__Actinobacteriota"	" c__Coriobacteriia"	" o__Coriobacteriales"	" f__Atopobiaceae"	" g__Coriobacteriaceae_UCG-002"	" s__uncultured_bacterium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000678564158241162	0.000726264360227123	0	0
"d__Bacteria"	" p__Proteobacteria"	" c__Gammaproteobacteria"	" o__Burkholderiales"	" f__Sutterellaceae"	" g__Parasutterella"	""	0.00191841110421486	0.00296397628818969	0	0	0	0.000888230940044412	0.00119316754584275	0	0	0.000885844209531684	0	0	0	0	0.000610707742417046	0	0.000288433804441881	0.000537655055877722
"d__Bacteria"	" p__Proteobacteria"	" c__Gammaproteobacteria"	" o__Burkholderiales"	" f__Sutterellaceae"	" g__Parasutterella"	""	0.00191841110421486	0.00424076607387141	0.00137597267033593	0.00167874856924838	0.00187487665285179	0.00125832716506292	0.00131876412961567	0.000818330605564648	0	0	0	0.000978989381730552	0	0.000582750582750583	0	0.000726264360227123	0	0
"d__Bacteria"	" p__Proteobacteria"	" c__Gammaproteobacteria"	" o__Burkholderiales"	" f__Sutterellaceae"	" g__Parasutterella"	" s__uncultured_bacterium"	0	0	0	0.00144982830980542	0.00108545490428261	0	0.000627982918864607	0	0.000292070291583508	0.00112206933207347	0	0.000677761879659613	0	0	0	0	0	0
"d__Bacteria"	" p__Proteobacteria"	" c__Gammaproteobacteria"	" o__Enterobacterales"	" f__Enterobacteriaceae"	" g__Escherichia-Shigella"	""	0.000564238560063195	0.000683994528043776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"d__Bacteria"	" p__Proteobacteria"	" c__Gammaproteobacteria"	" o__Enterobacterales"	" f__Morganellaceae"	" g__Proteus"	""	0	0.000227998176014592	0	0	0	0.00074019245003701	0	0	0	0	0	0	0	0	0	0	0	0
"d__Bacteria"	" p__Campilobacterota"	" c__Campylobacteria"	" o__Campylobacterales"	" f__Helicobacteraceae"	" g__Helicobacter"	""	0	0.0104879160966712	0.0266179540709812	0.00816482258679893	0.0143082691928163	0.0125092524056255	0.0205350414468726	0.00561140986672902	0.0342695808791316	0.0325400106301305	0.0240245082231538	0	0.0616240266963293	0.0205307512999821	0.0540137069959965	0.0509705532813944	0.0281222959330834	0.0468527977264872
"d__Bacteria"	" p__Campilobacterota"	" c__Campylobacteria"	" o__Campylobacterales"	" f__Helicobacteraceae"	" g__Helicobacter"	""	0	0	0	0	0	0	0	0	0	0	0	0	0.000667408231368187	0	0	0	0	0
"d__Bacteria"	" p__Campilobacterota"	" c__Campylobacteria"	" o__Campylobacterales"	" f__Helicobacteraceae"	" g__Helicobacter"	""	0	0	0	0	0	0.000148038490007402	0	0	0	0	0	0	0	0	0	0	0	0
"d__Bacteria"	" p__Campilobacterota"	" c__Campylobacteria"	" o__Campylobacterales"	" f__Helicobacteraceae"	" g__Helicobacter"	""	0	0	0	0	0	0	0	0	0	0	0	0	0.000296625880608083	0	0	0	0	0
"d__Bacteria"	" p__Deferribacterota"	" c__Deferribacteres"	" o__Deferribacterales"	" f__Deferribacteraceae"	" g__Mucispirillum"	" s__Mucispirillum_schaedleri"	0	0	0	0	0	0	0	0	0	0.00053150652571901	0	0	0	0	0	0.00198072098243761	0	0
"d__Bacteria"	" p__Deferribacterota"	" c__Deferribacteres"	" o__Deferribacterales"	" f__Deferribacteraceae"	" g__Mucispirillum"	" s__Mucispirillum_schaedleri"	0.00699655814478361	0	0.000948946669197191	0	0.00029603315571344	0	0.000627982918864607	0	0.000924889256681108	0	0.000376222723852521	0.00286166126967392	0.0111976269929551	0.000717231486462256	0.0126212933432856	0.0058761389145649	0.00158638592443034	0.0061830331425938
"d__Bacteria"	" p__Deferribacterota"	" c__Deferribacteres"	" o__Deferribacterales"	" f__Deferribacteraceae"	" g__Mucispirillum"	" s__Mucispirillum_schaedleri"	0	0	0	0	0	0	0	0	0	0	0	0	0.00244716351501669	0	0.00230711813801995	0	0	0.00172817696532125
"d__Bacteria"	" p__Campilobacterota"	" c__Campylobacteria"	" o__Campylobacterales"	" f__Helicobacteraceae"	" g__Helicobacter"	" s__Helicobacter_marmotae"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000264096130991681	0	0
"d__Bacteria"	" p__Desulfobacterota"	" c__Desulfovibrionia"	" o__Desulfovibrionales"	" f__Desulfovibrionaceae"	" g__uncultured"	" s__uncultured_Desulfovibrionales"	0	0	0.000854052002277472	0	0	0	0	0	0.000340748673514092	0	0	0.000677761879659613	0.000593251761216166	0	0.000746420574065278	0	0.000288433804441881	0.000422443258189639
"d__Bacteria"	" p__Desulfobacterota"	" c__Desulfovibrionia"	" o__Desulfovibrionales"	" f__Desulfovibrionaceae"	" g__Desulfovibrio"	" s__uncultured_bacterium"	0	0	0.00488707534636553	0.0167874856924838	0.000789421748569173	0.00266469282013323	0	0.00298106149169979	0.0018984568952928	0	0.00139739868859508	0.00828375630695082	0.00385613644790508	0.000851712390173929	0.011671303521748	0.000924336458470883	0.00288433804441881	0.0034563539306425
"d__Bacteria"	" p__Desulfobacterota"	" c__Desulfovibrionia"	" o__Desulfovibrionales"	" f__Desulfovibrionaceae"	" g__Desulfovibrio"	""	0	0	0	0	0	0	0.000125596583772921	0	0	0	0	0	0	0	0	0	0	0
"d__Bacteria"	" p__Cyanobacteria"	" c__Vampirivibrionia"	" o__Gastranaerophilales"	" f__Gastranaerophilales"	" g__Gastranaerophilales"	""	0	0	0	0	0	0	0	0	0.000876210874750523	0.000708675367625347	0	0.00165675126139016	0.000741564701520208	0.000717231486462256	0.00142498473230644	0	0.000648976059994231	0
"d__Bacteria"	" p__Verrucomicrobiota"	" c__Verrucomicrobiae"	" o__Verrucomicrobiales"	" f__Akkermansiaceae"	" g__Akkermansia"	""	0	0	0.000332131334219017	0	0.000197355437142293	0	0	0	0	0	0	0	0	0	0.00135712831648232	0	0	0
"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Oscillospirales"	" f__UCG-010"	" g__UCG-010"	" s__uncultured_organism"	0	0	0	0	0.000493388592855733	0.000222057735011103	0	0	0	0.00053150652571901	0	0	0	0	0.000339282079120581	0	0	0
"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Oscillospirales"	" f__UCG-010"	" g__UCG-010"	""	0	0	0	0	0	0	0	0	0	0	0	0.00015061375103547	0	0	0	0	0	0
"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Oscillospirales"	" f__Oscillospiraceae"	" g__NK4A214_group"	" s__unidentified"	0	0.000227998176014592	0	0	0	0	0.000376789751318764	0.000935234977788169	0.000340748673514092	0	0.000107492206815006	0.000451841253106409	0.000741564701520208	0.000313788775327237	0.000339282079120581	0.000594216294731282	0.000288433804441881	0
"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Oscillospirales"	" f__Oscillospiraceae"	""	""	0	0.000775193798449612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Oscillospirales"	" f__Oscillospiraceae"	""	""	0	0.000547195622435021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Oscillospirales"	" f__Oscillospiraceae"	""	""	0	0	0.00118618333649649	0	0	0	0	0	0.000730175728958769	0	0	0	0	0	0.0016964103956029	0	0	0
"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Oscillospirales"	" f__Oscillospiraceae"	""	""	0	0	0	0.000686760778328882	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Oscillospirales"	" f__Oscillospiraceae"	""	""	0	0	0.000521920668058455	0	0	0	0	0	0.000340748673514092	0	0	0	0	0	0	0	0	0
"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Oscillospirales"	" f__Oscillospiraceae"	" g__Intestinimonas"	""	0	0	0.000474473334598596	0	0.00108545490428261	0	0	0	0.000681497347028185	0	0	0	0.00170559881349648	0	0.00135712831648232	0	0	0.000499251123315027
"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Oscillospirales"	" f__Oscillospiraceae"	""	""	0.00197483496022118	0.000820793433652531	0	0	0.00167752121570949	0.000592153960029608	0	0	0	0	0	0.00105429625724829	0.000815721171672228	0	0.00176426681142702	0	0	0.0013441376396943
"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Oscillospirales"	" f__Oscillospiraceae"	""	""	0.000507814704056875	0	0	0	0	0	0	0.000701426233341127	0	0	0	0	0.000519095291064145	0	0	0	0	0
"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Oscillospirales"	" f__Oscillospiraceae"	" g__uncultured"	""	0	0	0	0	0	0	0	0	0.00199581365915397	0	0	0.000451841253106409	0	0	0	0	0	0
"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Oscillospirales"	" f__Oscillospiraceae"	""	""	0.000789933984088473	0.000319197446420429	0	0	0	0	0	0.000292260930558803	0	0.000413393964448119	0	0	0.00170559881349648	0	0	0	0	0
"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Oscillospirales"	" f__Oscillospiraceae"	" g__uncultured"	" s__unidentified"	0	0	0	0	0	0	0	0	0.0006328189650976	0	0	0	0	0	0	0	0	0
"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Oscillospirales"	" f__Oscillospiraceae"	" g__uncultured"	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000474994910768813	0	0	0
"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Oscillospirales"	" f__Oscillospiraceae"	" g__uncultured"	" s__unidentified"	0	0	0	0	0	0	0	0	0	0	0	0.000451841253106409	0.00237300704486466	0	0	0	0	0
"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Oscillospirales"	" f__Oscillospiraceae"	""	""	0	0	0	0	0	0	0	0	0.000340748673514092	0	0	0	0	0	0	0	0	0.000192019662813472
"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Oscillospirales"	" f__Oscillospiraceae"	""	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000330120163739601	0	0
"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Oscillospirales"	" f__Oscillospiraceae"	""	""	0.00287761665632229	0	0.00156576200417537	0	0	0.000518134715025907	0.000376789751318764	0.000818330605564648	0.0012656379301952	0.00100395677080257	0	0.00188267188794337	0.00111234705228031	0.000672404518558365	0.000678564158241162	0.000792288392975043	0.000865301413325642	0.000422443258189639
"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Oscillospirales"	" f__Oscillospiraceae"	""	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00135712831648232	0	0	0
"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Oscillospirales"	" f__Butyricicoccaceae"	" g__UCG-009"	" s__uncultured_bacterium"	0	0	0	0	0	0	0	0	0	0	0	0	0.000222469410456062	0	0	0	0	0
"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Oscillospirales"	" f__Butyricicoccaceae"	" g__Butyricicoccus"	" s__uncultured_bacterium"	0	0.00118559051527588	0	0.000457840518885921	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Oscillospirales"	" f__Butyricicoccaceae"	" g__Butyricicoccus"	" s__uncultured_bacterium"	0.00220053038424646	0.0032375740994072	0.000569368001518315	0	0	0	0	0	0.00184977851336222	0	0	0	0	0	0	0	0	0
"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Oscillospirales"	" f__Butyricicoccaceae"	" g__Butyricicoccus"	" s__uncultured_bacterium"	0	0.00127678978568171	0	0	0	0	0	0	0	0	0	0.00105429625724829	0	0	0	0	0	0
"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Oscillospirales"	" f__Butyricicoccaceae"	" g__Butyricicoccus"	" s__uncultured_bacterium"	0	0	0	0	0	0	0	0	0	0	0.000161238310222509	0	0.000741564701520208	0	0	0	0	0.000537655055877722
"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Oscillospirales"	" f__Butyricicoccaceae"	" g__Butyricicoccus"	" s__uncultured_bacterium"	0	0	0	0	0	0	0	0.000584521861117606	0	0	0	0	0	0	0	0	0	0
"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Oscillospirales"	" f__Butyricicoccaceae"	" g__UCG-009"	""	0	0	0	0	0.00088809946714032	0	0	0.000759878419452888	0.0012656379301952	0	0	0	0.00148312940304042	0	0	0	0	0.000115211797688083
"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Oscillospirales"	" f__Butyricicoccaceae"	" g__UCG-009"	" s__uncultured_organism"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000726264360227123	0	0
"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Oscillospirales"	" f__Oscillospiraceae"	""	""	0	0	0	0	0	0	0	0.000876782791676409	0	0	0	0	0	0	0	0	0	0
"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Oscillospirales"	" f__Oscillospiraceae"	" g__uncultured"	""	0.000507814704056875	0	0	0	0	0	0	0	0.000584140583167016	0	0	0	0.00096403411197627	0	0	0	0	0
"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Oscillospirales"	" f__Oscillospiraceae"	" g__uncultured"	" s__uncultured_bacterium"	0	0.00109439124487004	0.00227747200607326	0	0.00187487665285179	0	0.000439588043205225	0	0.00384559217251619	0.00153546329652158	0.00053746103407503	0.00210859251449657	0	0	0.00386781570197462	0.00138650468770633	0.000432650706662821	0
"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Oscillospirales"	" f__Oscillospiraceae"	" g__uncultured"	" s__uncultured_bacterium"	0	0	0	0	0	0	0	0.00111059153612345	0	0	0	0	0	0	0	0	0	0.00142094550481969
"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Oscillospirales"	" f__Oscillospiraceae"	""	""	0	0	0	0.000534147272033575	0.00266429840142096	0	0	0.00116904372223521	0	0.00112206933207347	0	0	0	0	0.0016964103956029	0	0	0
"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Oscillospirales"	" f__Oscillospiraceae"	" g__Oscillibacter"	""	0	0.000638394892840857	0.00104384133611691	0	0	0	0.000627982918864607	0.00233808744447042	0.003164094825488	0	0.000806191551112544	0.00203328563897884	0.00259547645532073	0	0.00244283096966818	0.00158457678595009	0	0
"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Oscillospirales"	" f__Oscillospiraceae"	" g__Oscillibacter"	" s__uncultured_bacterium"	0	0.000319197446420429	0	0	0	0	0	0	0	0	0	0	0.000741564701520208	0	0	0	0	0
"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Oscillospirales"	" f__Oscillospiraceae"	""	""	0	0	0	0	0	0	0	0	0	0	0	0	0.00111234705228031	0	0	0	0	0
"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Oscillospirales"	" f__Oscillospiraceae"	" g__Oscillibacter"	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001382541572257
