"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Species"	"Kruskal_test"	"Dunn_AD.AP"	"Dunn_AD.CON"	"Dunn_AP.CON"	"AD_mean"	"AD_SD"	"AP_mean"	"AP_SD"	"CON_mean"	"CON_SD"	"total"	"AD1"	"AD4"	"AD5"	"AD6"	"AD7"	"AD8"	"AP2"	"AP3"	"AP4"	"AP5"	"AP6"	"AP7"	"CON1"	"CON3"	"CON4"	"CON5"	"CON6"	"CON8"
"d__Bacteria"	" p__Bacteroidota"	" c__Bacteroidia"	" o__Bacteroidales"	NA	NA	NA	"0.0277423453069231"	"1"	"0.136264205438633"	"0.0331163269473501"	"0.213650571480716"	"0.0358063360081519"	"0.231447634834676"	"0.0334348743620222"	"0.164600758167374"	"0.0301242097957904"	"0.203232988160922"	"0.178694351972014"	"0.204012767897857"	"0.246441449990511"	"0.194048073254483"	"0.268995460824946"	"0.189711324944486"	"0.203215272544587"	"0.2450315641805"	"0.237939930876698"	"0.259434240831512"	"0.179189508760615"	"0.263875291814143"	"0.117018909899889"	"0.174018289402905"	"0.205672796362896"	"0.154034068400898"	"0.181785405249495"	"0.15507507968816"
"d__Bacteria"	" p__Patescibacteria"	" c__Saccharimonadia"	" o__Saccharimonadales"	NA	NA	NA	"0.121548974327878"	"0.120212982580141"	"0.913956353964706"	"0.913956353964706"	"0"	"0"	"0.000545924135544156"	"0.000684448610327849"	"8.52259990292675e-05"	"0.000159137146684263"	"0.000210383378191141"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0014443607133886"	"0.00134440028057049"	"0.000486783819305846"	"0"	"0"	"0"	"0"	"0"	"0"	"0.000396144196487521"	"0"	"0.000115211797688083"
"d__Bacteria"	" p__Firmicutes"	" c__Bacilli"	" o__Acholeplasmatales"	NA	NA	NA	"0.0206265767774765"	"0.804773308449267"	"0.0169355461225258"	"0.290366079896831"	"0"	"0"	"0.000217530712145586"	"0.000403670544202779"	"0.000544968689802603"	"0.000547685609320534"	"0.000254166467316063"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.00100395677080257"	"0"	"0.000301227502070939"	"0.00155728587319244"	"0.000313788775327237"	"0"	"0.000726264360227123"	"0.000288433804441881"	"0.000384039325626944"
"d__Bacteria"	" p__Firmicutes"	" c__Bacilli"	" o__RF39"	NA	NA	NA	"0.126443465914122"	"0.343702916778523"	"1"	"0.172287476988102"	"0.000131570291428196"	"0.000322280079308358"	"0.000312225008625866"	"0.000275320676394297"	"1.92019662813472e-05"	"4.70350194474284e-05"	"0.000154332422111803"	"0"	"0"	"0"	"0"	"0.000789421748569173"	"0"	"0.000313991459432303"	"0.000350713116670563"	"0.000681497347028185"	"0"	"0"	"0.000527148128624143"	"0"	"0"	"0"	"0"	"0"	"0.000115211797688083"
"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Peptostreptococcales-Tissierellales"	NA	NA	NA	"0.856272922448258"	"1"	"1"	"1"	"0.000226923028905062"	"0.000197158438707597"	"0.000307458159176655"	"0.00043856902677697"	"0.000654193734471913"	"0.000895421023943846"	"0.00039619164085121"	"0"	"0.000319197446420429"	"0.000189789333839438"	"0.000457840518885921"	"0.000394710874284587"	"0"	"0"	"0"	"0.000973567638611693"	"0.000118112561270891"	"0"	"0.000753068755177348"	"0.0017797552836485"	"0"	"0.00183212322725114"	"0.000198072098243761"	"0"	"0.000115211797688083"
"d__Bacteria"	" p__Firmicutes"	" c__Bacilli"	" o__Lactobacillales"	NA	NA	NA	"0.129907103488763"	"0.640832680884436"	"0.136264205438633"	"1"	"0.368097869113692"	"0.102154377497872"	"0.446218163711266"	"0.0784899549253319"	"0.552724827872018"	"0.161885123255709"	"0.455680286898992"	"0.282796366303673"	"0.371135430916553"	"0.21972860125261"	"0.461655856543304"	"0.388000789421749"	"0.485270170244263"	"0.507535795026375"	"0.490238484919336"	"0.330331499780947"	"0.398511781727987"	"0.537407287971622"	"0.413284132841328"	"0.430478309232481"	"0.760086067778375"	"0.37008889190473"	"0.429288260926977"	"0.669815402365157"	"0.656592035024386"
"d__Bacteria"	" p__Firmicutes"	" c__Bacilli"	" o__Erysipelotrichales"	NA	NA	NA	"0.240041607716365"	"1"	"1"	"1"	"0.00491546292184881"	"0.00444372602099735"	"0.00128000435772436"	"0.00144359020654883"	"0.0192578083168449"	"0.032397869675811"	"0.00848442519880603"	"0.000338543136037917"	"0.00132238942088463"	"0.00322641867527045"	"0.0125906142693628"	"0.00661140714426682"	"0.00540340488527017"	"0.00125596583772921"	"0"	"9.73567638611693e-05"	"0.000649619086989901"	"0.00386971944534021"	"0.00180736501242563"	"0.00526510938079347"	"0"	"0.0189319400149284"	"0.0838505215898587"	"0.0074992789154889"	"0"
"d__Bacteria"	" p__Firmicutes"	" c__Bacilli"	" o__Staphylococcales"	NA	NA	NA	"0.0898600899655801"	"1"	"0.193543050721498"	"0.148539267864927"	"0.000297484723388076"	"0.00029995556134611"	"0.00106227184206612"	"0.00132421566798134"	"1.92019662813472e-05"	"4.70350194474284e-05"	"0.000459652843911849"	"0"	"9.11992704058368e-05"	"0"	"0.000534147272033575"	"0.000493388592855733"	"0.000666173205033309"	"0.00238633509168551"	"0.00303951367781155"	"0.000194713527722339"	"0"	"0"	"0.000753068755177348"	"0"	"0"	"0"	"0"	"0"	"0.000115211797688083"
"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Peptococcales"	NA	NA	NA	"0.898300646719805"	"1"	"1"	"1"	"0.000349840791267155"	"0.000444246541204648"	"0.000338129151250566"	"0.000361828676564911"	"0.000650918766394035"	"0.000871717530834234"	"0.000446296236303919"	"0.000338543136037917"	"0.00104879160966712"	"0.000711710001897893"	"0"	"0"	"0"	"0.000251193167545843"	"0.000409165302782324"	"0.000389427055444677"	"0"	"0"	"0.000978989381730552"	"0.00140897293288839"	"0"	"0.00203569247472349"	"0"	"0"	"0.000460847190752333"
"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Christensenellales"	NA	NA	NA	"0.36787944117144"	"1"	"0.66201408575954"	"0.66201408575954"	"0"	"0"	"0"	"0"	"2.98846452692607e-05"	"7.32021320537678e-05"	"9.96154842308688e-06"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.000179307871615564"	"0"	"0"	"0"	"0"
"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Clostridia_vadinBB60_group"	NA	NA	NA	"0.0652951594921631"	"0.270875866895658"	"1"	"0.0752209792091462"	"0.000996421096091974"	"0.000930865532756713"	"0.00238242505322541"	"0.00161199466204168"	"0.000656074741112543"	"0.000808469789536737"	"0.00134497363014331"	"0"	"0.00205198358413133"	"0.000521920668058455"	"0"	"0.00177619893428064"	"0.00162842339008142"	"0.00106757096206983"	"0.00292260930558803"	"0.0025312758603904"	"0.00248036378668871"	"0.000322476620445018"	"0.0049702537841705"	"0.00148312940304042"	"0.00179307871615564"	"0"	"0.000660240327479202"	"0"	"0"
"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Monoglobales"	NA	NA	NA	"0.136787833757202"	"0.778073905879536"	"0.140208524339502"	"1"	"6.16827041697508e-05"	"0.000151091151170934"	"0.000223000920972759"	"0.000292407741295865"	"0.000635086337749672"	"0.000729052763257405"	"0.000306589987630727"	"0"	"0"	"0"	"0"	"0"	"0.000370096225018505"	"0"	"0"	"0"	"0.000649619086989901"	"0.000161238310222509"	"0.000527148128624143"	"0.000519095291064145"	"0.0019723865877712"	"0.000814276989889394"	"0"	"0.000504759157773291"	"0"
"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Oscillospirales"	NA	NA	NA	"0.750849754662436"	"1"	"1"	"1"	"0.0173200936221882"	"0.0157594139454625"	"0.0225944078945188"	"0.0132850401027185"	"0.0170393438261732"	"0.0142719558120164"	"0.0189846151142934"	"0.046098290357163"	"0.0207022343821249"	"0.0115297020307459"	"0.00434948492941625"	"0.0180580224985198"	"0.00318282753515914"	"0.0145064054257724"	"0.0367079728781856"	"0.0299372048873095"	"0.0148821827201323"	"0.00413844996237773"	"0.0353942314933353"	"0.0371523915461624"	"0.00210686749148288"	"0.030399674289204"	"0.017364320612703"	"0.00346120565330257"	"0.0117516033641845"
"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Clostridiales"	NA	NA	NA	"0.0166092394804961"	"0.0204859799866718"	"1"	"0.0913771119194421"	"0.00334298462758148"	"0.00373854626022492"	"0.0135097638962378"	"0.00686679563446196"	"0.00504492280841902"	"0.00463823553168648"	"0.00729922377741277"	"0"	"0"	"0.00284684000759157"	"0.0021365890881343"	"0.00522991908427077"	"0.00984455958549223"	"0.0202210499874403"	"0.0208674304418985"	"0.00637686803290659"	"0.0168900962617374"	"0.00510587982371278"	"0.0115972588297312"	"0.00237300704486466"	"0.0140308409539179"	"0.000949989821537626"	"0.00468770632510234"	"0.0033890972021921"	"0.0048388955028995"
"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Clostridia_UCG-014"	NA	NA	NA	"0.00610388880992643"	"0.012416112100774"	"0.0240772362930859"	"1"	"0.00290048060202563"	"0.00292188894644645"	"0.0128850507708789"	"0.00559415498411296"	"0.0112258945698038"	"0.00591076713501183"	"0.00900380864756942"	"0.00648874344072674"	"0"	"0.000996394002657051"	"0"	"0.00562462995855536"	"0.00429311621021466"	"0.0129364481286109"	"0.00566986205284078"	"0.0189358905709974"	"0.0164176460166539"	"0.00655702461571536"	"0.0167934332404549"	"0.0158694846125324"	"0.00587233279540972"	"0.00739634932482866"	"0.0209296183810907"	"0.00757138736659937"	"0.00971619493836169"
"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Lachnospirales"	NA	NA	NA	"0.262060132931539"	"0.350545106806721"	"0.702582914637643"	"1"	"0.182526952496246"	"0.111916390274546"	"0.0849611275232009"	"0.0607240821692159"	"0.11279932890851"	"0.112125000577535"	"0.126762469642652"	"0.34723240986289"	"0.281851345189238"	"0.176171949136459"	"0.112476154139641"	"0.127985000986777"	"0.0494448556624722"	"0.0344762622456669"	"0.0727145195230302"	"0.172516185561992"	"0.0692730171853777"	"0.0180049446415135"	"0.142781835981625"	"0.301890989988877"	"0.0162273623812085"	"0.188505123159395"	"0.0743430608741582"	"0.0151427747331987"	"0.080686662314221"
