"Row.names"	"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Species"	"AD1"	"AD4"	"AD5"	"AD6"	"AD7"	"AD8"	"AP2"	"AP3"	"AP4"	"AP5"	"AP6"	"AP7"	"CON1"	"CON3"	"CON4"	"CON5"	"CON6"	"CON8"
"062ce343b799626f07c788c476cb9186"	"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Lachnospirales"	" f__Lachnospiraceae"	""	""	0	0	0	0.00167874856924838	0	0	0	0	0	0	0	0	0	0	0.00108570265318586	0	0	0.00107531011175544
"064791d92071ba6a21ef57488796dacb"	"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Clostridia_UCG-014"	" f__Clostridia_UCG-014"	" g__Clostridia_UCG-014"	""	0	0	0	0	0	0	0	0	0	0.00200791354160515	0	0	0	0	0	0	0	0
"064ad1ad889da847966bdb0600059b99"	"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Oscillospirales"	" f__Ruminococcaceae"	" g__Incertae_Sedis"	" s__uncultured_organism"	0	0	0	0	0	0	0.00923134890730972	0.0197568389057751	0	0	0	0	0	0	0	0	0	0
"076457e2c7128179ea6755249b641f23"	"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Lachnospirales"	" f__Lachnospiraceae"	""	""	0.00112847712012639	0.00150478796169631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"0782fdaa348dd6fa9b80eae2b6333388"	"d__Bacteria"	" p__Bacteroidota"	" c__Bacteroidia"	" o__Bacteroidales"	" f__Rikenellaceae"	" g__Alistipes"	" s__uncultured_bacterium"	0.0177170907859843	0.0202918376652987	0	0	0.0044404973357016	0	0.00251193167545843	0	0.00272598938811274	0	0.000806191551112544	0.00783191505384442	0.00200222469410456	0.00641025641025641	0.00434281061274343	0.00158457678595009	0.000793192962215172	0.00119052190944353
"07d6098878b38771be900a15269acf09"	"d__Bacteria"	" p__Cyanobacteria"	" c__Vampirivibrionia"	" o__Gastranaerophilales"	" f__Gastranaerophilales"	" g__Gastranaerophilales"	""	0	0	0	0	0	0	0	0	0.000876210874750523	0.000708675367625347	0	0.00165675126139016	0.000741564701520208	0.000717231486462256	0.00142498473230644	0	0.000648976059994231	0
"07efe1dcf1b2ba7f941f4c2632ae6957"	"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Oscillospirales"	" f__Oscillospiraceae"	" g__Colidextribacter"	""	0	0	0	0	0	0	0	0	0	0	0	0	0.00274378939562477	0	0	0	0	0
"07fe146a1e0df90b9381a567078cd960"	"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Lachnospirales"	" f__Lachnospiraceae"	""	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00149284114813056	0	0	0
"08ba5933cb112eadc3c71de7cef9d029"	"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Clostridia_UCG-014"	" f__Clostridia_UCG-014"	" g__Clostridia_UCG-014"	" s__unidentified"	0	0	0	0	0.00088809946714032	0	0	0	0	0	0	0.00474433315761729	0	0	0	0	0	0
"08ed17794e8af08e5f0fb28b4e415a5a"	"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Lachnospirales"	" f__Lachnospiraceae"	" g__Roseburia"	""	0	0	0	0.00152613506295307	0	0	0	0	0	0	0	0.00745538067625574	0.0130515387467557	0	0	0.00125445662221048	0	0
"09782ed04138ce2dfa093f0f435b204b"	"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Lachnospirales"	" f__Lachnospiraceae"	""	""	0	0.00145918832649339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"09dd561731c0af24b96cc0ba6e57ec9b"	"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Oscillospirales"	" f__Butyricicoccaceae"	" g__Butyricicoccus"	" s__uncultured_bacterium"	0	0	0	0	0	0	0	0.000584521861117606	0	0	0	0	0	0	0	0	0	0
"0a25a8dcca0dcc62ce66d46bfddeda5a"	"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Lachnospirales"	" f__Lachnospiraceae"	""	""	0	0	0	0	0	0	0	0	0	0	0	0.00926274568868138	0	0	0	0	0	0.00299550673989016
"0a3f05ad4a67281b9b6560ac3076aa76"	"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Clostridia_vadinBB60_group"	" f__Clostridia_vadinBB60_group"	" g__Clostridia_vadinBB60_group"	" s__unidentified"	0	0	0	0	0	0	0	0	0.000876210874750523	0	0	0	0	0	0	0	0	0
"0a9640c9475123ce8715a72ce95037ad"	"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Oscillospirales"	" f__Oscillospiraceae"	" g__uncultured"	""	0	0	0	0	0	0	0	0.000409165302782324	0	0	0	0	0	0	0	0	0	0
"0b7aa89f029b63c62ebdbbe793c0c65f"	"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Lachnospirales"	" f__Lachnospiraceae"	""	""	0	0	0	0	0	0	0	0	0.000194713527722339	0	0	0	0	0	0	0	0	0
"0b89881c3eddfdba2a3e1f418496b200"	"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Oscillospirales"	" f__UCG-010"	" g__UCG-010"	""	0	0	0	0	0	0	0	0	0	0	0	0.00015061375103547	0	0	0	0	0	0
"0c8683fd3867df9e82c58f1c26e6a136"	"d__Bacteria"	" p__Firmicutes"	" c__Bacilli"	" o__Lactobacillales"	" f__Lactobacillaceae"	" g__Lactobacillus"	""	0	0	0	0	0	0	0	0	0.00209317042301514	0	0	0	0	0	0	0	0	0
"0d6662ad72a9d229df0cd39a5352cb6b"	"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Clostridia_vadinBB60_group"	" f__Clostridia_vadinBB60_group"	" g__Clostridia_vadinBB60_group"	" s__uncultured_bacterium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00134480903711673	0	0	0	0
"0d7dd2a18a632a2029783912f515a73b"	"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Clostridia_vadinBB60_group"	" f__Clostridia_vadinBB60_group"	" g__Clostridia_vadinBB60_group"	" s__uncultured_bacterium"	0	0	0	0	0	0	0	0	0	0.000413393964448119	0	0	0	0	0	0	0	0
"0da03528d09c7777b72cdb2195beab99"	"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Lachnospirales"	" f__Lachnospiraceae"	""	""	0.00129774868814535	0.00715914272685819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"0da613e8d89cfcdeaa139caf8f2506f5"	"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Oscillospirales"	" f__Butyricicoccaceae"	" g__UCG-009"	" s__uncultured_organism"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000726264360227123	0	0
"0debac7bda0e8a1808ee18f1fa0fff95"	"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Lachnospirales"	" f__Lachnospiraceae"	" g__[Eubacterium]_xylanophilum_group"	" s__uncultured_bacterium"	0	0	0	0	0	0	0	0.00169511339724106	0.0018984568952928	0	0	0.00165675126139016	0	0	0	0	0	0
"0eba0dfaf3894d0cb8ae783668b2816b"	"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Lachnospirales"	" f__Lachnospiraceae"	""	""	0	0	0	0	0	0	0	0	0.000389427055444677	0	0	0	0	0	0	0	0	0
"0eebf22536faa70d10968eb4972b2736"	"d__Bacteria"	" p__Proteobacteria"	" c__Gammaproteobacteria"	" o__Burkholderiales"	" f__Sutterellaceae"	" g__Parasutterella"	""	0.00191841110421486	0.00424076607387141	0.00137597267033593	0.00167874856924838	0.00187487665285179	0.00125832716506292	0.00131876412961567	0.000818330605564648	0	0	0	0.000978989381730552	0	0.000582750582750583	0	0.000726264360227123	0	0
"0f3d5ab93a1bdff74c4c3fbe0ad3206b"	"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Lachnospirales"	" f__Lachnospiraceae"	" g__Lachnospiraceae_UCG-006"	" s__uncultured_bacterium"	0.00547311403261299	0.0027359781121751	0.00284684000759157	0	0	0.000592153960029608	0	0	0	0	0	0.00384065065140447	0.00385613644790508	0.000493096646942801	0	0.000792288392975043	0	0
"0fdcb15125926008f79a128031b3448b"	"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Oscillospirales"	" f__Oscillospiraceae"	""	""	0	0	0	0.000534147272033575	0.00266429840142096	0	0	0.00116904372223521	0	0.00112206933207347	0	0	0	0	0.0016964103956029	0	0	0
"1099950f329f9b0cc24b900fcc0a0d89"	"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Lachnospirales"	" f__Lachnospiraceae"	""	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000264096130991681	0	0
"10cffeae66880b9c81b6248f39f17562"	"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Oscillospirales"	" f__Oscillospiraceae"	" g__Colidextribacter"	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00162855397977879	0	0	0
"112adc0ffa68eed2345db733879b40e0"	"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Lachnospirales"	" f__Lachnospiraceae"	""	""	0	0.00834473324213406	0	0	0	0	0	0	0.000876210874750523	0	0	0	0.000519095291064145	0	0.000474994910768813	0	0	0
"114d2848dc929d1a26b8bfa252235155"	"d__Bacteria"	" p__Firmicutes"	" c__Bacilli"	" o__Lactobacillales"	" f__Lactobacillaceae"	" g__Lactobacillus"	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00336202259279182	0	0	0	0
"1183cea45066e2b1d63ee62f59a4d069"	"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Lachnospirales"	" f__Lachnospiraceae"	" g__Lachnospiraceae_NK4A136_group"	""	0	0	0	0.00473101869515452	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1194d18ebb458c31461a27b976959000"	"d__Bacteria"	" p__Firmicutes"	" c__Bacilli"	" o__RF39"	" f__RF39"	" g__RF39"	" s__unidentified"	0	0	0	0	0	0	0	0	0	0	0	0.000527148128624143	0	0	0	0	0	0
"11ea8da3179e422f7c55632508ff7ef5"	"d__Bacteria"	" p__Bacteroidota"	" c__Bacteroidia"	" o__Bacteroidales"	" f__Muribaculaceae"	" g__Muribaculaceae"	""	0.0023133780962591	0.000592795257637939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"11f677d62a3ec0969a65966eb7050c7f"	"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Lachnospirales"	" f__Lachnospiraceae"	""	""	0.0214974891384077	0	0	0.000991987790919496	0.00434181961713045	0	0	0	0	0	0	0	0.00697070819428995	0.000358615743231128	0.000746420574065278	0	0	0
"123e8afb142134d5ba98230fad9af166"	"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Lachnospirales"	" f__Lachnospiraceae"	" g__Marvinbryantia"	" s__uncultured_bacterium"	0	0	0	0	0.00059206631142688	0	0	0.0019289221416881	0	0.00366148939939763	0	0.00188267188794337	0.000667408231368187	0	0	0	0.00129795211998846	0.00149775336994508
"12f86a506e45fc587b5b643030d5b629"	"d__Bacteria"	" p__Bacteroidota"	" c__Bacteroidia"	" o__Bacteroidales"	" f__Muribaculaceae"	" g__Muribaculaceae"	" s__uncultured_bacterium"	0	0	0	0	0.00157884349713835	0	0	0.000642974047229366	0	0	0	0.000527148128624143	0	0.000403442711135019	0.00176426681142702	0.00105638452396672	0	0.000460847190752333
"1427410368a7fecb6d56d735437d5ba1"	"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Lachnospirales"	" f__Lachnospiraceae"	""	""	0	0	0.00128107800341621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"143d26e50f457d01671a14213d117218"	"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Oscillospirales"	" f__Ruminococcaceae"	""	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000271425663296465	0	0	0
"1499e5ab221fb759ce2d3763ac56b759"	"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Lachnospirales"	" f__Lachnospiraceae"	" g__Lachnospiraceae_NK4A136_group"	" s__Clostridiales_bacterium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00145252872045425	0	0
"14bbdef7888394af48a13ea2bd927db7"	"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Oscillospirales"	" f__Ruminococcaceae"	" g__uncultured"	" s__[Clostridium]_leptum"	0	0	0	0	0	0	0	0.000584521861117606	0	0	0	0.00165675126139016	0.000593251761216166	0	0	0.000330120163739601	0	0
"151e42d762610156c1ecec31f8acfa87"	"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Oscillospirales"	" f__UCG-010"	" g__UCG-010"	" s__uncultured_organism"	0	0	0	0	0.000493388592855733	0.000222057735011103	0	0	0	0.00053150652571901	0	0	0	0	0.000339282079120581	0	0	0
"15a00c122a16115d832cab88e5a4a918"	"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Clostridia_vadinBB60_group"	" f__Clostridia_vadinBB60_group"	" g__Clostridia_vadinBB60_group"	" s__uncultured_bacterium"	0	0	0	0	0	0	0	0.000175356558335282	0	0	0	0	0	0	0	0	0	0
"15f9cc80e07dea12aa7f52aaa52a749e"	"d__Bacteria"	" p__Firmicutes"	" c__Bacilli"	""	""	""	""	0	0	0	0	0.00029603315571344	0	0	0	0	0	0	0	0	0	0	0	0	0
"160efa2a41c4cec475f79506e42374ca"	"d__Bacteria"	" p__Bacteroidota"	" c__Bacteroidia"	" o__Bacteroidales"	" f__Muribaculaceae"	" g__Muribaculaceae"	" s__uncultured_bacterium"	0	0	0.00953691402543177	0.0306753147653567	0.0191434774028024	0.0159141376757957	0.0172695302687767	0.0160158989946224	0.00958964124032517	0.00767731648260792	0.0100505213372031	0.0193538670080578	0.00815721171672228	0.015644611798458	0.00773563140394924	0.0065363792420441	0.0102394000576868	0.00602941741234302
"169426fb63cf4456256ca973996ac586"	"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Lachnospirales"	" f__Lachnospiraceae"	""	""	0	0	0	0	0.00088809946714032	0	0	0	0	0	0	0.00135552375931923	0	0	0	0.000330120163739601	0	0
"16c6f384c3a28228f7b68b1154c7feec"	"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Lachnospirales"	" f__Lachnospiraceae"	""	""	0	0	0	0	0	0	0	0	0	0	0	0	0.000815721171672228	0	0	0	0	0
"16cd2aac20c25e86ac42480fb9d61b14"	"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Clostridia_vadinBB60_group"	" f__Clostridia_vadinBB60_group"	" g__Clostridia_vadinBB60_group"	" s__unidentified"	0	0	0	0	0	0.000666173205033309	0	0	0	0	0	0	0	0	0	0	0	0
"16d389a6f02ef11e7016e1aadc83f261"	"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Clostridia_UCG-014"	" f__Clostridia_UCG-014"	" g__Clostridia_UCG-014"	""	0	0	0	0	0	0	0	0	0	0.00507884013464832	0	0	0	0	0	0	0	0
"17ab34201671f799caffcc3d27b70a2c"	"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Lachnospirales"	" f__Lachnospiraceae"	""	""	0.00626304801670146	0	0.00137597267033593	0	0	0.000666173205033309	0	0	0	0	0	0.00135552375931923	0.00103819058212829	0	0.00135712831648232	0.00118843258946256	0	0.000422443258189639
"183fe7e529396a44d1650b3b478d7314"	"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Lachnospirales"	" f__Lachnospiraceae"	""	""	0.000507814704056875	0	0	0	0	0	0.000439588043205225	0	0	0	0	0	0	0	0	0	0	0
"18884cbc0f457899b5467702b80f29b2"	"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Clostridia_UCG-014"	" f__Clostridia_UCG-014"	" g__Clostridia_UCG-014"	""	0	0	0	0	0	0.000814211695040711	0.00100477267018337	0	0	0	0	0.00112960313276602	0	0.000672404518558365	0	0.00184867291694177	0.000721084511104702	0
"1996e1aa486e155bae39e6865a49c191"	"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Oscillospirales"	" f__Ruminococcaceae"	""	""	0.00479602776053716	0	0	0	0	0	0	0.000584521861117606	0	0	0	0	0	0	0	0	0	0
"19d1ac8febd7ed7dcecb8d12eb4954c1"	"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Lachnospirales"	" f__Lachnospiraceae"	" g__Lachnospiraceae_NK4A136_group"	""	0	0	0	0.00244181610072491	0	0	0	0	0.00525726524850314	0	0	0	0	0	0	0	0	0
"1a1f4973124dc9816375efc812ac2a21"	"d__Bacteria"	" p__Bacteroidota"	" c__Bacteroidia"	" o__Bacteroidales"	" f__Muribaculaceae"	" g__Muribaculaceae"	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000396144196487521	0	0
"1a4aa7c6e548084c519369e2661255c6"	"d__Bacteria"	" p__Firmicutes"	" c__Bacilli"	" o__Lactobacillales"	" f__Lactobacillaceae"	" g__Lactobacillus"	""	0.00473960390453084	0.00250797993616051	0.00123363066995635	0.00206028233498665	0.00651272942569568	0	0	0	0.00214184880494572	0	0	0	0	0.0019723865877712	0	0	0	0.00337954606551711
"1a54657afd268b0d7e1d5893d79ad619"	"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Oscillospirales"	" f__Oscillospiraceae"	" g__uncultured"	" s__uncultured_bacterium"	0	0	0	0	0	0	0	0	0	0.00200791354160515	0	0	0	0	0	0	0	0
"1ac26d21ffae184b4aa30672114cac5f"	"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Lachnospirales"	" f__Lachnospiraceae"	" g__Lachnospiraceae_NK4A136_group"	""	0	0	0	0	0	0	0.00219794021602612	0	0	0	0	0	0	0	0	0	0	0
"1b1866acfc4e964443f0a1ab12a7216d"	"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Peptococcales"	" f__Peptococcaceae"	" g__uncultured"	" s__uncultured_bacterium"	0.000338543136037917	0	0	0	0	0	0.000251193167545843	0	0	0	0	0	0	0	0	0	0	0
"1b1d113910d331f5ff136ff118ae0258"	"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Lachnospirales"	" f__Lachnospiraceae"	" g__uncultured"	""	0	0	0	0	0	0	0	0	0.000778854110889354	0	0	0	0	0	0	0	0	0
"1b51626e808a16839964bc946cea6daf"	"d__Bacteria"	" p__Bacteroidota"	" c__Bacteroidia"	" o__Bacteroidales"	" f__Muribaculaceae"	" g__Muribaculaceae"	" s__uncultured_bacterium"	0	0	0	0.000305227012590614	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1bcc8306e8924428b96b4731de22e4cc"	"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Oscillospirales"	" f__Ruminococcaceae"	" g__Negativibacillus"	" s__unidentified"	0.00310331208034757	0.000364797081623347	0	0	0	0	0	0	0	0.000295281403177228	0	0.000301227502070939	0.000370782350760104	0	0	0	0	0
"1be897ba1ae9fde0a82ba4d0c71f159b"	"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Lachnospirales"	" f__Lachnospiraceae"	" g__Lachnospiraceae_NK4A136_group"	""	0	0	0	0	0	0	0	0	0.00141167307598695	0	0	0	0.0116425658138673	0.00103102026178949	0.00115355906900997	0.0055460187508253	0	0.00115211797688083
"1befc77b7e0b0f10dcc5881704e9db92"	"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Lachnospirales"	" f__Lachnospiraceae"	""	""	0	0	0	0	0.00118413262285376	0	0	0	0	0	0	0	0	0	0	0	0	0
"1c6bc1a18afda1dc4316e54d7cecab99"	"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Lachnospirales"	" f__Lachnospiraceae"	" g__Lachnospiraceae_NK4A136_group"	" s__Lachnospiraceae_bacterium"	0	0	0	0	0	0	0	0	0.00321277320741859	0	0	0	0	0	0	0	0	0
"1c92e8da0f4c5f73d3b4fa51588725d7"	"d__Bacteria"	" p__Bacteroidota"	" c__Bacteroidia"	" o__Bacteroidales"	" f__Bacteroidaceae"	" g__Bacteroides"	" s__uncultured_bacterium"	0	0	0	0	0	0	0	0	0	0	0	0	0.00126065999258435	0	0	0	0	0
"1d279a1860327ae774e3796a6bb14a9b"	"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Lachnospirales"	" f__Lachnospiraceae"	" g__[Eubacterium]_xylanophilum_group"	" s__uncultured_bacterium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00152411690873229	0	0	0.00230747043553504	0
"1d38c507dc4df6a761f9eb7fd995f157"	"d__Bacteria"	" p__Firmicutes"	" c__Bacilli"	" o__Lactobacillales"	" f__Lactobacillaceae"	" g__Lactobacillus"	""	0	0	0	0	0	0	0	0.000233808744447042	0	0	0	0	0	0	0	0	0	0
"1d42257239e8407396cd155b16ad2a3f"	"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Clostridia_UCG-014"	" f__Clostridia_UCG-014"	" g__Clostridia_UCG-014"	""	0	0	0	0	0	0.000666173205033309	0	0.000350713116670563	0.000876210874750523	0	0	0	0	0	0	0.00151855275320217	0	0
"1dcd69ae1c723546e7f87854061452f6"	"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Lachnospirales"	" f__Lachnospiraceae"	" g__Lachnospiraceae_NK4A136_group"	""	0	0	0	0	0	0	0	0	0	0	0	0	0.00837968112717835	0	0	0	0	0
"1dd262d9d575ef6578f11013578935a3"	"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Oscillospirales"	" f__Oscillospiraceae"	" g__Colidextribacter"	""	0	0	0	0	0	0	0	0	0	0	0.000429968827260024	0	0	0	0	0	0	0
