"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Species"	"AD1"	"AD4"	"AD5"	"AD6"	"AD7"	"AD8"	"AP2"	"AP3"	"AP4"	"AP5"	"AP6"	"AP7"	"CON1"	"CON3"	"CON4"	"CON5"	"CON6"	"CON8"
"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Lachnospirales"	" f__Lachnospiraceae"	" g__Lachnospiraceae_UCG-006"	" s__uncultured_bacterium"	0.0200304688822434	0.006703146374829	0.00284684000759157	0	0.00690744029998026	0.000592153960029608	0	0	0.000827532492819939	0	0	0.00384065065140447	0.00385613644790508	0.000493096646942801	0.00156069756395467	0.000792288392975043	0	0.00180498483044664
"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Lachnospirales"	" f__Lachnospiraceae"	" g__Marvinbryantia"	" s__Clostridiales_bacterium"	0	0.00246238030095759	0	0	0.000986777185711466	0.00199851961509993	0	0.000876782791676409	0.000681497347028185	0.00236225122541782	0	0.000903682506212817	0	0	0.000949989821537626	0	0	0.000230423595376167
"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Lachnospirales"	" f__Lachnospiraceae"	" g__Roseburia"	" s__uncultured_Clostridiales"	0	0	0	0	0	0	0	0	0	0	0	0.000753068755177348	0.00222469410456062	0	0	0	0	0
"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Lachnospirales"	" f__Lachnospiraceae"	" g__Roseburia"	" s__Eubacterium_sp."	0	0	0	0	0.00088809946714032	0	0.00200954534036674	0	0	0	0	0.00135552375931923	0	0	0.000746420574065278	0	0	0
"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Lachnospirales"	" f__Lachnospiraceae"	" g__Roseburia"	" s__uncultured_bacterium"	0	0	0	0.00122090805036246	0.00088809946714032	0	0.000753579502637528	0	0.0018984568952928	0	0	0	0	0	0	0	0	0
"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Lachnospirales"	" f__Lachnospiraceae"	" g__Lachnospiraceae_UCG-001"	" s__unidentified"	0	0	0	0	0	0	0	0	0	0	0	0	0.00266963292547275	0	0	0	0	0
"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Lachnospirales"	" f__Lachnospiraceae"	" g__Lachnospiraceae_UCG-001"	" s__uncultured_bacterium"	0	0	0	0	0	0	0	0	0	0	0	0	0.000370782350760104	0	0	0	0	0
"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Lachnospirales"	" f__Lachnospiraceae"	" g__Marvinbryantia"	" s__uncultured_bacterium"	0	0	0	0	0.00059206631142688	0	0	0.0019289221416881	0	0.00366148939939763	0	0.00188267188794337	0.000667408231368187	0	0	0	0.00129795211998846	0.00149775336994508
"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Lachnospirales"	" f__Lachnospiraceae"	" g__A2"	" s__uncultured_bacterium"	0.00468318004852452	0.00738714090287278	0	0	0.00236826524570752	0.000592153960029608	0	0.00134440028057049	0	0	0	0	0	0	0	0	0	0.000844886516379277
"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Lachnospirales"	" f__Lachnospiraceae"	" g__Blautia"	" s__Lachnospiraceae_bacterium"	0.00287761665632229	0.016187870497036	0.00237236667299298	0	0.00365107558713243	0	0.000502386335091685	0	0.000389427055444677	0	0	0	0	0	0.00115355906900997	0	0	0
"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Lachnospirales"	" f__Lachnospiraceae"	" g__Roseburia"	" s__Clostridium_sp."	0	0	0	0	0	0	0	0	0	0	0	0.000602455004141878	0	0	0	0	0	0
"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Lachnospirales"	" f__Lachnospiraceae"	" g__Blautia"	" s__unidentified"	0	0	0	0	0	0	0	0.000584521861117606	0.000681497347028185	0.000177168841906337	0	0.000978989381730552	0	8.9653935807782e-05	0.000746420574065278	0	0	0
