sequence	16S_rRNA_Count	metadata_NSTI
bf049c9a4193cfd12d1742544a6f764c	1	0.183831
bf3c0011f140eaca642a4816236a5897	1	0.604494
bf62a4ab99a8241d5a7c8a5b395c9bb0	4	0.37445
bf72f1454587c6b069dfa8ff3e42ff84	1	0.120099
c0028e84ca13284d9d090359d70675f3	1	0.186322
c049ceac629663b633fcfb00df36d77c	1	0.572407
c052a9548dafdb7e60155e80657eceeb	1	0.182297
c08d56a2152f3584bc080b7234a0c6eb	1	0.227205
c0a472775f09ea4c7c8618c1cccaddfd	1	0.19573
c0ced053b7bc5a9f80a2def2ff5d208d	1	0.35956
c129a59d5e98f814e0d02634b04f88d2	4	0.311477
c1a63e2da7ca4e2a04fed8822dee335b	2	0.504553
c1ed9ef4fcc459687603cc299ad66f57	1	0.111927
c398ca4d4866208a95890ca567be7730	1	0.238718
c433f31e4fe69a210d1081400785aa2e	1	0.145036
c4fb58da9aff3c83c971c488ebd3cb70	1	0.264238
c625a1db96ab91c4bc591c0964ad2e53	2	0.038776
c68da04e2127a198e9df423c0f133308	1	0.333449
c7257bd17077580eef9a39f461d4106d	1	0.241969
c728a625f2af18289115ab4b7627ff71	1	0.75054
c76f665700ef7f180098d2f07e135253	1	0.314756
c7e9700eba384f1ae9d29e2a4225d3f5	1	0.021723
c80631da280c0bb3921d4fd9e2f163b3	4	0.272533
c8b7e5ee0a6ebe6aeea605224e9a491c	1	0.080468
c9505132018840cefe4e0bddac4d9bec	1	0.264375
c958cbbf678c72d81532c9524793133f	1	0.17114
c98a88d7223d51f3036702ae226208e4	1	0.064323
ca24aba12f71cec6b04f7c7bbf858970	1	0.014666
cb7b937fdccf682f018b57aa6b9d92b2	4	0.047933
cbcac742ee0fe0fc0887caec139df345	1	0.180214
cc317363688ee459f5eabf6de028af01	1	0.357032
cc317e92246b4428b3aee0ede910c48c	1	0.7715
cc835cc7ebc38d0e1d73df0367a8a232	1	0.221387
ccb2f7758da8224d78b4320a96557bf3	1	0.292858
ccd8d159fb729f3445532bc326600d8d	1	0.021278
cd33d521d1dfcb297336e993ca998d2d	1	0.080253
cd80dd1cd9e3c865247031431704a396	1	0.159268
ce186b1b765739648883b5233c15b2bc	4	0.308144
ce2c967a3c7bf7381e7ae5d2835091a4	1	0.226369
ce56a7072318d0d48b6d0cf11e232d16	3	0.124546
cedd868c934a96c93be6be397d6906f3	1	0.392736
cf027e595318e96b4d9b1f117910a192	6	0.458631
cfb74a6ad6ae05af94a1dcea08532ee5	1	0.024843
cffd8f7b44bd7d963294d60cc67092dd	1	0.079692
d0a152210e2ca09c67ee88a1b3a26ab3	1	0.140867
d0f41727c87529f0b22ed5754324f937	1	0.206777
d187bafb45edd127a9c101cb07c20e09	3	0.109597
d1b3c24bee11d73dd5a01f0747390e5b	1	0.397627
d202f3307c961e13204522d055c7ce59	1	0.221387
d216699703c6b92ccd7d442f757e4f73	1	0.182782
d272bf25781448dde9031a24679a9012	1	0.038641
d2a1963d56a6de56da5199954610f855	4	0.333553
d2a42cbb202318280734739d972f7978	6	0.045214
d2b123302fb5a94596cb2fe094c8dad7	2	0.259427
d2db856518fd766a454c3e2f8e8679f0	1	0.182653
d33d84f90d2924040cf2eb66c7abe2fc	1	0.000101
d45736b6f82debb4d08dfca41d6847da	1	0.101681
d47c3e0c088f9573cf1fef5c3a32b048	1	0.032085
d56eaa36a4b7bef8907a79d5b40dbf5f	1	0.674301
d585fd2188706c6e80793a7b50b3a779	1	0.437217
d5ec353771b0d1c54dfe52f2e2d9a089	1	0.246196
d5f054df843833cf00325882a9d6f8a8	1	0.080118
d69ec305e55c09fb5227943d19503f8b	3	0.045966
d6f6819315230e8d29170aa908269c34	1	0.077171
d7520dd99322ba43ae4332d331315af1	1	0.167779
d81e5971134008e59c9a6753f80f12cd	1	0.40377
d905189c7cc95dd740900394eacb4d9f	1	0.46646
d9f8c1e1d4dae43bf4e90ddea0712d58	1	0.016711
da341a94f4697dab148d34ccbdad9ed8	1	0.264902
da894e460bcf635cf1b20e0c9361a4db	4	0.245558
dae851685e5b5cce4b86f1d0f66641fc	1	0.185696
db24050d1b1c55d82cc94544698c3670	1	0.122291
db79c4d460a806bc26e762c2be4c76d4	1	0.391239
dba42fd5fa555c066ec22372dd68225c	1	0.140642
dbbe813b201ec15a7877822b79adb5b0	1	0.375939
dc9cbbd1b7de998b82fea899957ca40a	1	0.289848
dcd1ed4e7a5785653cfca1c50cc62cf2	1	0.282831
dd743437a8d4cbd4fae3e2274b64e7fc	1	0.088124
dd80586956db79d480f6a5cd69017286	1	0.209866
ddf507751b49961b729adbcef3eaf3c7	2	0.186892
de086ad2ea3d649a4a98cffd1c6d31a9	1	0.409943
deabfa9b86859ef2403b750939009ee3	1	0.00015
dee5f395664a71de3c2c34c4bfff411a	1	0.241493
dfa833b266bd2993b86feab3617b34c3	3	0.004893
e00af2fd551160e54cee46d7bb7cc763	1	0.253384
e014683cd1c94833812146d299696709	1	0.486484
e0b0a7ad510ead979385562710216501	1	0.572004
e12cb15d3f1ac7cc13b68f6324088339	1	0.241493
e175ffa8dcd0c86ee36d1cf2e0bb16e0	1	0.171933
e1d098412c88700cbd3c119e7c62f2ca	6	0.033064
e1e11bd34a38fa815033a3d66a912a2f	1	0.443743
e29c99f8a4c9617e4ea6e88c27f33c92	1	0.71584
e2eb5c0101662445b8fecbbc45b1c275	4	0.338666
e304bdb0262a6b1d89d61b74cb36e168	6	0.038671
e315aec29cb2e804509ed6df185ebb16	1	0.298179
e399a15427ead6c8a6557f052e0fcd32	1	0.68688
e3a1ce78be71c193d48a59ac3788a6fc	1	0.199309
e3a7e679803930e26907d816d2e6b7b3	1	0.316612
e41375bd06424fdf1659448e6416bfd2	1	0.118005
e59eee9966629f136b8a5a48c7e64728	1	0.803607
e64adc3e5db5e317355902efa6e1a28e	1	0.155098
e68232c813113acedf433f2403824273	1	0.032895
e6b05a69bc7fa8dc428caa3d409c9fbb	4	0.512184
e6d0647a222b16af885e120a1cdee720	1	0.258538
e7aa26a79f359504c44572a115aa826b	1	0.171933
e8aaedc4c0d09855711590eaae9f2da6	1	0.09069
e8ad6d88ff8cddfcfd8a4d724cee15e1	1	0.512512
e8ed0907c731eee94b9cf18c7d2663dd	1	0.216733
e94a9da4bdf2d1d6fd8b6216ea53a5ab	1	0.000101
e9b2dd709e597470d2d8ded16c2bad44	1	0.209866
eaa1b8f83e64d38c1a2d60a817056d36	1	0.195021
eabd41028b3b1a9535b2cfe48549ae7f	1	0.157646
eb2a1bdda09ad78fccd11bbf24d218ac	1	0.116953
eb68501e24a861edb62cad3324f965cf	4	0.246729
ed9b4b764e352bbceae25babfc6f6acb	1	0.164593
edc87298bf055f439613382eda59bb49	1	0.344476
ee88800fb63646d8ffbffb52664c9ea7	1	0.106191
ee906f614e4ebc7b3a733dddb7312508	1	0.588306
eef5233fe8f458a87e488b0141cbf062	1	0.086511
ef14bca2d48add8a0a2c6ed6d82df58c	1	0.072445
efd16e2812ba5e6e2dac44acccf7ca0e	1	1.118894
f085fc752da0d9f6b53bda5a3544d75e	3	0.075334
f17a432d453766621511d977f2055939	1	0.657166
f1af9421e9f77622ee75388247a564f5	1	0.317031
f211fa3ad27d25782d9e790b71e3d355	1	0.153214
f24661c2241ba01165750dce08c99208	1	0.3201
f24fb97f9535ab02ce6f7913c70cc0ee	3	0.123096
f29dd546a8a13a23d642556853baa9bc	1	0.31558
f30e34615227fb494c91d21f07600494	1	0.435682
f34fd15993e221eafdd334d97aebc8c9	1	0.253195
f367f1804562637beda20b5f0f1844dc	1	0.394578
f3af51f3f43889493bd30ca85a993721	1	0.462401
f4443734566f96c1ab12e6e5b28b1e9b	4	0.389058
f448b68d3f43ee04b9c47209ae186801	1	0.266989
f49b6dab9667b7929bb08a81b4d58ab1	1	0.148066
f4b946aa0c512befbc9abcc303de0c8c	2	0.481849
f4fac2a0b9f60fc53422f64f8e1c4fd5	1	0.182297
f4ff14d3f52ba2184c15467038504692	1	0.33448
f5210c9c83b265473ce108300278d8bf	1	0.149215
f59ee6e40c4438a5d32b2bd1e7a6c50b	1	0.400349
f5dc601245b2bf7af6d9592b78f3306f	1	0.256623
f615ac13e0ad288606206ef6e51ff00f	3	0.110642
f6ab4281ac86631132d95041834e11c9	6	0.086054
f6dff704745f31eac456a5be103981c8	1	0.058716
f7d0518f8796d07ecdb3c489994f856f	1	0.01826
f858bcb19c610e0187ebd60bda2d7c84	1	0.385679
f85bb0a7fb3c6424429c7c02dba024d1	1	0.808694
f864a9bb7b607fb3e1fa9c79b238c56d	1	0.103436
f91d3b38973a1fa96271b404adbecbbc	4	0.272868
f95f4498cbba179a0ee30f2ae73b98b8	1	0.331115
f9e09116bd536c0a53c6f31d7ded2371	1	1.205519
fa18371d7062793ea19a315790b69117	4	0.159161
fa56c0d5b7183160f19ad598b8c108e2	4	0.423474
faf31accab2461c7365cff2f5b58408e	1	0.193255
fb07aa62419f07119874d68515a83da1	2	0.469732
fb2395b2587180bb262f26c5bb10a5c2	1	0.136214
fc7bca7e6ec63b7d0a2f9cd2f566a854	1	0.168063
fd3f0ad2379a32c7bf86a3133e5b1879	1	0.195602
fde66059cf3ed856e815c98d66b562b6	1	0.260408
fe033ae5b9559770d1b4b40cfc3f41c0	1	0.192627
fe119f8087ac2c3ec65a74b29d92c2a5	1	0.21624
fe3932c155e9d06370740434d53dd491	1	0.281347
fe5f196fca47cf421dcaf2106ff627bc	1	0.506747
fe84fcb1126e45b77237b6cab44283fa	1	0.769582
fecf5a38dc9e203a485cfef20640d579	1	0.246929
ff4764132b8938ee8ba5cf5cd156be12	1	0.098382
ff651bd7b0bf6148e158f353fc40b47d	1	0.209866
ff74de69263e439518e4316d6d97440d	1	0.860764
ffa86e7079d7cb07f856b11c71beb5c2	6	0.187939
ffb64c1000d6bddd49e4d839ef69059c	1	0.185017
ffc36e27c82042664a16bcd4d380b286	3	0.010732
